Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form,pharmacy_total_sales,pharmacy_avg_price,brand_avg_price,unusual_discount,rare_brand_flag,supplier_rare_ratio,suspicious_channel,sales_spike_flag,days_to_expiry,near_expiry,risk_score,iso_score,iso_flag,lof_flag,lof_score,svm_score,svm_flag,ensemble_flag
5/3/2024,"Walter, Edwards and Rios",Urban,Ciprofloxacin,BioCare,3037.29,83,Wright and Sons,OH-12657-KJ,1/31/2027,In-Store,Syrup,11030,2514.259953,2743.345291,0,0,0.002949853,0,0,506,0,0,0.022298611,0,0,1.035709881,2.645318147,0,0
3/29/2025,"Martin, Rose and Obrien",Urban,Coartem,HealthFirst,4885.58,38,Gomez-Jenkins,Ja-26041-WK,2/6/2026,Mobile Van,Tablet,9534,2607.434135,2538.453128,0,0,0,1,0,147,0,1,0.027743555,0,0,1.008976778,3.469072621,0,0
4/22/2025,"Reid, Ferguson and Sanchez",Rural,Coartem,BioCare,256.37,60,"Brooks, Lam and Hayes",Gu-21755-hD,5/8/2026,In-Store,Tablet,9712,2619.77625,2554.920325,1,0,0,0,0,238,0,1,0.018436504,0,0,0.985972472,3.733707142,0,0
10/19/2024,Morales-Jones,Rural,Coartem,MediPlus,3137.97,41,"Washington, Ryan and Cummings",yM-41274-lY,6/22/2025,Market Stall,Capsule,9250,2586.542787,2511.35,0,0,0,1,0,-82,1,2,0.018083095,0,0,0.992437804,3.278946853,0,0
6/1/2024,Carlson-Cruz,Rural,Chloroquine,HealthFirst,2106.85,82,House-Glover,MT-88241-Lz,8/11/2025,In-Store,Syrup,9614,2686.301584,2634.855888,0,0,0,0,0,-32,1,1,0.013823207,0,0,0.998548,3.33234211,0,0
10/11/2024,Harrell LLC,Rural,Ciprofloxacin,HealthFirst,2371.28,64,Morton-Chase,Ev-42229-GL,6/22/2025,Mobile Van,Syrup,10645,2453.68267,2466.979798,0,0,0,1,0,-82,1,2,0.01194036,0,0,1.014054871,2.275807618,0,0
10/16/2024,Blair PLC,Rural,Chloroquine,PharmaTrust,586.66,52,Powell LLC,gJ-04542-wR,12/10/2025,Market Stall,Tablet,10803,2773.851378,2546.115134,1,0,0,1,0,89,1,3,0.010072776,0,0,1.002395858,2.032119758,0,0
9/16/2024,Abbott-Munoz,Urban,Amoxicillin,HealthFirst,924.37,37,"Robinson, Jones and Welch",ia-70568-Kj,8/2/2025,In-Store,Injection,10754,2703.395693,2693.365558,1,0,0,0,0,-41,1,2,0.019236195,0,0,0.997624486,3.043818335,0,0
3/18/2025,"Harris, Collins and Carney",Rural,Ibuprofen,BioCare,1715.86,86,Henderson-Bernard,Ud-57090-eO,3/2/2026,Market Stall,Capsule,10219,2764.789151,2668.81249,1,0,0,1,0,171,0,2,0.022171491,0,0,1.018629571,3.28167879,0,0
7/19/2024,Williams and Sons,Rural,Ibuprofen,HealthFirst,3299.61,23,"Woods, Calhoun and Schmidt",kn-56407-ir,2/13/2027,Market Stall,Injection,10187,2580.299314,2446.280768,0,0,0,1,0,519,0,1,0.018364965,0,0,1.00129749,2.764410362,0,0
3/26/2025,Rodriguez LLC,Urban,Amoxicillin,MediPlus,1809.08,34,Hancock Inc,Nu-72828-UY,11/29/2025,Market Stall,Tablet,11001,2465.058302,2638.343776,1,0,0.003154574,1,0,78,1,3,-0.004177239,1,0,1.021618245,3.825551749,0,0
4/26/2024,George Group,Rural,Artemisinin,MediPlus,1270.57,69,Novak PLC,lk-01788-Sq,11/3/2026,In-Store,Tablet,8749,2740.227099,2546.82506,1,0,0.010169492,0,0,417,0,1,0.0007605,0,0,1.012980364,0.49278559,0,0
10/17/2024,"Flowers, Martin and Kelly",Urban,Paracetamol,MediPlus,1048.55,20,"Robinson, Jones and Welch",yI-31261-YX,2/9/2026,In-Store,Tablet,9479,2505.285275,2671.728195,1,0,0,0,0,150,0,1,0.023076964,0,0,1.002729996,2.209335636,0,0
4/27/2024,Morales-Jones,Rural,Coartem,MediPlus,3613.9,69,Jones Inc,PS-71058-Wd,7/6/2025,Mobile Van,Capsule,9250,2586.542787,2511.35,0,0,0.001557632,1,0,-68,1,2,0.019520412,0,0,0.997103182,3.550143266,0,0
6/9/2024,"Dyer, Potter and Mack",Rural,Ciprofloxacin,MediPlus,699.11,75,"Robinson, Jones and Welch",DZ-95092-gQ,7/1/2025,Market Stall,Injection,9353,2615.773865,2645.434027,1,0,0,1,0,-73,1,3,0.014164881,0,0,0.993058867,2.123294033,0,0
8/25/2024,James Group,Urban,Ciprofloxacin,BioCare,3800.37,87,"Brooks, Lam and Hayes",oY-26105-Cd,1/23/2027,In-Store,Capsule,10165,2818.879725,2743.345291,0,0,0,0,0,498,0,0,0.01744758,0,0,1.025904334,0.417087928,0,0
12/2/2024,Dudley Group,Rural,Azithromycin,PharmaTrust,1373.85,41,Williams PLC,eZ-23007-BL,12/25/2025,Mobile Van,Capsule,10990,2655.095737,2580.079442,1,0,0,1,0,104,0,2,0.023515632,0,0,1.000738979,4.976525813,0,0
1/14/2025,Ryan PLC,Rural,Metformin,PharmaTrust,3794.88,100,"Stanley, Tucker and Lee",GK-00741-Yt,7/6/2026,In-Store,Capsule,9077,2528.396444,2580.231632,0,0,0,0,0,297,0,0,0.023961392,0,0,1.002034669,0.747502116,0,0
1/26/2025,Anderson Group,Urban,Ibuprofen,HealthFirst,736.61,19,Henderson-Bernard,HD-54329-AL,7/1/2026,Mobile Van,Syrup,8634,2737.923686,2446.280768,1,0,0,1,0,292,0,2,0.009609459,0,0,1.023746922,0.635984606,0,0
12/3/2024,Dudley Group,Urban,Ibuprofen,BioCare,3512.85,6,Gomez-Jenkins,qr-36529-EX,7/24/2025,In-Store,Injection,10990,2655.095737,2668.81249,0,0,0,0,0,-50,1,1,0.022056933,0,0,1.000481541,2.883868268,0,0
10/2/2024,"Dyer, Potter and Mack",Urban,Artemisinin,PharmaTrust,4700.77,73,Novak PLC,mZ-19827-tZ,6/18/2026,Market Stall,Tablet,9353,2615.773865,2654.106113,0,0,0.010169492,1,0,279,0,1,0.010478656,0,0,0.987900086,1.85562623,0,0
5/27/2024,"Gardner, Robinson and Lawrence",Rural,Chloroquine,PharmaTrust,3023.01,77,Hancock Inc,cj-31045-wX,7/6/2026,Mobile Van,Tablet,10821,2662.707176,2546.115134,0,0,0.003154574,1,0,297,0,1,0.014540194,0,0,1.007606311,6.07620242,0,0
1/7/2025,George Group,Urban,Coartem,MediPlus,3729.71,3,Walker LLC,Ds-96321-nY,12/31/2026,In-Store,Capsule,8749,2740.227099,2511.35,0,0,0,0,0,475,0,0,0.00835322,0,0,1.025060435,-0.000107811,1,0
2/1/2025,"Hoffman, Baker and Richards",Rural,Amoxicillin,HealthFirst,3589.91,8,"Brooks, Lam and Hayes",vj-57483-AH,6/11/2025,Mobile Van,Syrup,10962,2627.231295,2693.365558,0,0,0,1,0,-93,1,2,0.023375036,0,0,1.002126419,2.734254468,0,0
9/29/2024,"Martin, Rose and Obrien",Urban,Coartem,PharmaTrust,1105.05,13,"Brooks, Lam and Hayes",Cm-48606-LJ,10/13/2025,Mobile Van,Tablet,9534,2607.434135,2500.643498,1,0,0,1,0,31,1,3,0.010757104,0,0,1.00095854,2.082266392,0,0
1/28/2025,Gray-Mayo,Urban,Metformin,HealthFirst,2839.2,1,"Hensley, Powell and David",Jt-44883-lu,1/7/2027,Mobile Van,Syrup,10734,2690.780171,2673.077008,0,0,0.003039514,1,0,482,0,1,0.00952349,0,0,1.027478625,3.604157792,0,0
7/22/2024,Baker and Sons,Urban,Chloroquine,MediPlus,486.28,51,Novak and Sons,dv-64628-vd,4/7/2026,Market Stall,Capsule,8997,2573.361844,2684.35692,1,0,0,1,0,207,0,2,0.015816938,0,0,0.99034762,2.846674381,0,0
3/8/2025,Blair PLC,Rural,Ciprofloxacin,HealthFirst,1051.09,72,Jones Inc,CN-74065-vw,6/27/2025,In-Store,Capsule,10803,2773.851378,2466.979798,1,0,0.001557632,0,0,-77,1,2,0.006186712,0,0,1.033425074,1.610849179,0,0
9/13/2024,Allen-Allen,Urban,Ibuprofen,PharmaTrust,4520.62,11,Williams PLC,Ua-62392-Mc,6/20/2026,Mobile Van,Tablet,9906,2475.600879,2529.742652,0,0,0,1,0,281,0,1,0.022953665,0,0,1.016835764,1.9152312,0,0
4/23/2025,Ryan PLC,Rural,Paracetamol,MediPlus,1389.59,71,Gomez-Jenkins,OS-55107-tU,5/17/2025,In-Store,Tablet,9077,2528.396444,2671.728195,1,0,0,0,0,-118,1,2,0.014122693,0,0,0.999238446,1.529479351,0,0
1/8/2025,"Guzman, Hoffman and Baldwin",Urban,Paracetamol,HealthFirst,1165.4,29,Henderson-Bernard,gD-91311-XG,2/21/2026,Market Stall,Syrup,8871,2606.072799,2487.421723,1,0,0,1,0,162,0,2,0.012978817,0,0,1.002080404,2.822343264,0,0
5/31/2024,Blake and Sons,Urban,Amlodipine,PharmaTrust,3738.43,94,Yu Inc,TC-90254-Ry,6/6/2025,In-Store,Capsule,12355,2648.726017,2693.854767,0,0,0,0,0,-98,1,1,0.013195074,0,1,1.066453055,0.804751199,0,0
1/16/2025,Gray-Mayo,Urban,Ciprofloxacin,PharmaTrust,2566.44,13,Gray Group,xo-22069-ur,10/20/2026,In-Store,Capsule,10734,2690.780171,2585.349387,0,0,0,0,0,403,0,0,0.024954172,0,0,1.000792892,3.391152429,0,0
4/25/2025,Hickman Ltd,Rural,Chloroquine,MediPlus,4310.24,35,"Johnston, Sanchez and Kennedy",lC-12012-uY,1/2/2027,In-Store,Syrup,10459,2578.333167,2684.35692,0,0,0,0,0,477,0,0,0.017383354,0,0,0.994504593,2.976747634,0,0
4/9/2025,"Snyder, Campos and Callahan",Rural,Ciprofloxacin,MediPlus,1891.25,76,"West, Henderson and Ramirez",AW-95002-ZS,4/9/2027,Market Stall,Syrup,11369,2554.065498,2645.434027,0,0,0,1,0,574,0,1,0.027723671,0,0,1.009484206,2.745690078,0,0
5/14/2024,"Dyer, Potter and Mack",Rural,Amlodipine,HealthFirst,3725.24,3,Henderson-Bernard,Ul-15153-wZ,9/16/2026,Market Stall,Syrup,9353,2615.773865,2647.837576,0,0,0,1,0,369,0,1,0.027477946,0,0,0.99360368,3.229952616,0,0
1/16/2025,"Arroyo, Miller and Tucker",Rural,Ciprofloxacin,PharmaTrust,2762.56,98,Jones-Young,cC-94795-sc,2/3/2027,Market Stall,Injection,10700,2701.783107,2585.349387,0,0,0,1,0,509,0,1,0.02020022,0,0,1.003652486,2.781209901,0,0
11/2/2024,Smith-Bowen,Urban,Paracetamol,HealthFirst,1678.63,65,Russell Group,MJ-17327-dw,10/28/2026,Market Stall,Syrup,10299,2636.747797,2487.421723,1,0,0,1,0,411,0,2,0.011185268,0,0,0.99400634,4.337021697,0,0
2/7/2025,"Watts, Robinson and Nguyen",Rural,Ibuprofen,PharmaTrust,3215.72,2,Novak PLC,da-95031-zs,10/4/2026,Mobile Van,Injection,10233,2613.152332,2529.742652,0,0,0.010169492,1,0,387,0,1,0.019209758,0,0,1.00307389,2.117130649,0,0
12/22/2024,Garcia-James,Urban,Azithromycin,PharmaTrust,885.05,80,"West, Henderson and Ramirez",ha-34039-rw,8/1/2025,Mobile Van,Injection,12036,2445.73185,2580.079442,1,0,0,1,0,-42,1,3,0.001393892,0,0,1.013876019,0.771985668,0,0
4/24/2025,"Guzman, Hoffman and Baldwin",Rural,Chloroquine,PharmaTrust,303.65,1,Novak and Sons,NS-03608-Ws,6/15/2025,Market Stall,Capsule,8871,2606.072799,2546.115134,1,0,0,1,0,-89,1,3,-0.002942367,1,0,1.022255601,6.21E-05,0,0
5/22/2024,"Reid, Ferguson and Sanchez",Rural,Metformin,BioCare,2147.01,10,Williams PLC,Pv-84913-NN,3/19/2027,In-Store,Injection,9712,2619.77625,2725.983591,0,0,0,0,0,553,0,0,0.018986825,0,0,1.004361511,1.469239701,0,0
7/1/2024,"Henderson, Ramirez and Lewis",Rural,Azithromycin,PharmaTrust,2691.14,81,"Brown, Valdez and Lucas",RK-85535-vj,5/31/2025,In-Store,Capsule,9784,2639.120846,2580.079442,0,0,0.002824859,0,0,-104,1,1,0.01462817,0,0,1.00846689,4.145687025,0,0
9/12/2024,Anderson Group,Urban,Ciprofloxacin,MediPlus,1473.06,41,"Brooks, Lam and Hayes",FK-61006-Ka,9/8/2026,Market Stall,Syrup,8634,2737.923686,2645.434027,1,0,0,1,0,361,0,2,0.014923121,0,0,1.011098708,2.638958797,0,0
5/2/2024,Rodriguez LLC,Rural,Amoxicillin,HealthFirst,767.68,5,Jones-Young,eI-69680-yT,4/2/2026,Mobile Van,Syrup,11001,2465.058302,2693.365558,1,0,0,1,0,202,0,2,0.010447686,0,0,1.02900501,1.777475371,0,0
10/27/2024,"Snyder, Campos and Callahan",Urban,Ciprofloxacin,MediPlus,286.78,70,Jones-Young,rS-40378-Ri,11/3/2026,Mobile Van,Injection,11369,2554.065498,2645.434027,1,0,0,1,0,417,0,2,0.019294111,0,0,0.996716191,2.980438989,0,0
4/5/2025,Perez Inc,Urban,Ibuprofen,HealthFirst,4399.68,6,"Brown, Valdez and Lucas",LS-33944-xo,5/11/2025,Mobile Van,Injection,10540,2520.84669,2446.280768,0,0,0.002824859,1,0,-124,1,2,0.002573326,0,0,1.04530293,1.249114341,0,0
4/26/2024,Rodriguez LLC,Urban,Chloroquine,PharmaTrust,1457.18,96,"Robinson, Jones and Welch",vu-67762-an,8/28/2025,Market Stall,Injection,11001,2465.058302,2546.115134,1,0,0,1,0,-15,1,3,0.011622626,0,0,1.003724513,1.173490341,0,0
12/26/2024,Baker and Sons,Urban,Amoxicillin,PharmaTrust,3983.85,2,Walker LLC,yu-50173-qi,3/25/2027,In-Store,Syrup,8997,2573.361844,2626.481294,0,0,0,0,0,559,0,0,0.018720463,0,0,1.007482742,0.249048143,0,0
9/23/2024,"Mcclain, Miller and Henderson",Rural,Ciprofloxacin,PharmaTrust,688.75,100,Hancock Inc,ql-24178-Ld,8/26/2026,Mobile Van,Syrup,8783,2658.624444,2585.349387,1,0,0.003154574,1,0,348,0,2,0.012294267,0,0,1.049145886,2.143748711,0,0
7/6/2024,Doyle Ltd,Rural,Ciprofloxacin,BioCare,3882.82,25,"Woods, Calhoun and Schmidt",vg-92334-ea,11/19/2026,Mobile Van,Injection,9803,2613.86535,2743.345291,0,0,0,1,0,433,0,1,0.026546165,0,0,0.993347084,3.371602151,0,0
2/24/2025,"Hoffman, Baker and Richards",Rural,Chloroquine,PharmaTrust,4587.11,3,Gray Group,wp-09060-aO,12/10/2026,In-Store,Capsule,10962,2627.231295,2546.115134,0,0,0,0,0,454,0,0,0.0225769,0,0,1.007065542,1.726752476,0,0
11/21/2024,Blair PLC,Rural,Amoxicillin,HealthFirst,2253.09,89,"Robinson, Jones and Welch",aj-86843-hf,2/18/2026,In-Store,Syrup,10803,2773.851378,2693.365558,0,0,0,0,0,159,0,0,0.02597733,0,0,1.0346193,1.418209349,0,0
9/24/2024,"Flowers, Martin and Kelly",Rural,Metformin,BioCare,831.33,77,Walker LLC,sR-73290-vD,1/10/2026,Mobile Van,Capsule,9479,2505.285275,2725.983591,1,0,0,1,0,120,0,2,0.018622712,0,0,1.010521378,2.265863619,0,0
2/11/2025,"Flowers, Martin and Kelly",Rural,Ciprofloxacin,PharmaTrust,4128.8,48,Jones-Young,Kl-98875-fk,7/30/2026,Mobile Van,Tablet,9479,2505.285275,2585.349387,0,0,0,1,0,321,0,1,0.024407528,0,0,0.998398631,3.610998058,0,0
2/5/2025,"Walter, Edwards and Rios",Urban,Paracetamol,BioCare,3134.15,56,Yu Inc,co-96426-pA,9/29/2026,Mobile Van,Syrup,11030,2514.259953,2660.409393,0,0,0,1,0,382,0,1,0.027940754,0,0,0.99183356,4.979241059,0,0
3/3/2025,Gray-Mayo,Rural,Paracetamol,HealthFirst,799.44,2,"Brown, Valdez and Lucas",wH-20275-le,11/10/2025,In-Store,Syrup,10734,2690.780171,2487.421723,1,0,0.002824859,0,0,59,1,2,-0.004832923,1,1,1.066416692,2.513501712,0,1
10/21/2024,Ryan PLC,Rural,Azithromycin,BioCare,2594.74,62,Jones Inc,Ch-70920-fZ,1/18/2026,Mobile Van,Injection,9077,2528.396444,2701.274419,0,0,0.001557632,1,0,128,0,1,0.026770652,0,0,1.00614197,4.004186335,0,0
3/17/2025,"Dyer, Potter and Mack",Rural,Amlodipine,HealthFirst,3083.75,42,Jones-Young,mB-23802-Sk,7/11/2025,In-Store,Syrup,9353,2615.773865,2647.837576,0,0,0,0,0,-63,1,1,0.023470968,0,0,0.990331444,3.962256783,0,0
1/1/2025,"Dyer, Potter and Mack",Urban,Amlodipine,MediPlus,4853.36,37,"Brown, Valdez and Lucas",Yh-92158-HK,4/2/2027,Market Stall,Injection,9353,2615.773865,2644.002179,0,0,0.002824859,1,0,567,0,1,0.023304039,0,0,1.033757456,3.140103043,0,0
10/31/2024,"Mcclure, Ward and Lee",Urban,Paracetamol,MediPlus,215.96,32,Wright and Sons,gX-05916-hG,3/31/2026,In-Store,Syrup,9290,2618.012487,2671.728195,1,0,0.002949853,0,0,200,0,1,0.014557969,0,0,1.020310782,3.64242219,0,0
7/16/2024,"Gardner, Robinson and Lawrence",Urban,Azithromycin,HealthFirst,3239.88,60,Morton-Chase,fU-85588-Lu,7/11/2026,In-Store,Capsule,10821,2662.707176,2646.513403,0,0,0,0,0,302,0,0,0.014687858,0,0,0.990012891,4.832813536,0,0
2/10/2025,"Harris, Collins and Carney",Rural,Coartem,HealthFirst,3163.93,72,"Brown, Valdez and Lucas",JH-77216-cT,6/4/2025,Market Stall,Injection,10219,2764.789151,2538.453128,0,0,0.002824859,1,0,-100,1,2,0.006954532,0,0,1.015586848,3.868715351,0,0
2/10/2025,Rodriguez-Graham,Rural,Paracetamol,BioCare,1017.49,45,Jones Inc,ne-53789-Jy,8/11/2026,Market Stall,Injection,11514,2399.326831,2660.409393,1,0,0.001557632,1,0,333,0,2,0.01131574,0,0,1.011167037,3.065595477,0,0
6/24/2024,Blake and Sons,Rural,Artemisinin,BioCare,2548.42,79,Chapman and Sons,rv-89728-td,9/18/2026,Mobile Van,Tablet,12355,2648.726017,2560.655458,0,0,0,1,0,371,0,1,0.014805665,0,0,1.025065382,2.851350032,0,0
6/1/2024,Davis and Sons,Rural,Amoxicillin,MediPlus,1943.71,77,Chapman and Sons,ad-82272-lJ,10/9/2025,Mobile Van,Capsule,9195,2652.435304,2638.343776,0,0,0,1,0,27,1,2,0.014243849,0,0,0.995627396,3.681393304,0,0
12/19/2024,"Snyder, Campos and Callahan",Rural,Metformin,BioCare,3265.42,46,Novak PLC,Qj-48232-dq,7/3/2025,In-Store,Injection,11369,2554.065498,2725.983591,0,0,0.010169492,0,0,-71,1,1,0.009775094,0,0,1.026349743,0.703175426,0,0
8/10/2024,"Ross, Robinson and Bright",Rural,Artemisinin,PharmaTrust,771.6,75,Gomez-Jenkins,VH-47432-Vh,6/16/2025,Market Stall,Capsule,10480,2629.578317,2654.106113,1,0,0,1,0,-88,1,3,0.007998026,0,0,0.987007466,3.094697022,0,0
10/5/2024,Arnold Ltd,Rural,Metformin,HealthFirst,375.91,30,Morton-Chase,Ri-59930-VO,11/17/2026,Market Stall,Tablet,9440,2769.424607,2673.077008,1,0,0,1,0,431,0,2,0.015310549,0,0,1.007554195,1.745150461,0,0
4/30/2024,Williams and Sons,Urban,Artemisinin,PharmaTrust,599.1,9,Henderson-Bernard,TS-20304-jo,2/17/2027,In-Store,Syrup,10187,2580.299314,2654.106113,1,0,0,0,0,523,0,1,0.023415877,0,0,0.996778983,1.801799819,0,0
6/14/2024,George Group,Urban,Ciprofloxacin,PharmaTrust,2628.93,23,"Daniels, Adkins and Brown",Sg-27752-px,11/4/2026,Market Stall,Tablet,8749,2740.227099,2585.349387,0,0,0,1,0,418,0,1,0.019294276,0,0,1.006467344,2.67091959,0,0
7/9/2024,Perez Inc,Urban,Azithromycin,HealthFirst,246.28,72,"West, Henderson and Ramirez",vd-02816-Aq,2/27/2026,In-Store,Injection,10540,2520.84669,2646.513403,1,0,0,0,0,168,0,1,0.015012835,0,0,0.997198354,3.206965475,0,0
7/10/2024,Allen-Allen,Urban,Amlodipine,PharmaTrust,3519.25,53,"Brown, Valdez and Lucas",CD-00593-Dw,3/1/2026,Market Stall,Syrup,9906,2475.600879,2693.854767,0,0,0.002824859,1,0,170,0,1,0.0186444,0,0,1.018762966,4.92154744,0,0
4/10/2025,Gray-Mayo,Urban,Azithromycin,MediPlus,687.33,73,Yu Inc,iX-91983-eR,5/13/2025,In-Store,Injection,10734,2690.780171,2603.236346,1,0,0,0,0,-122,1,2,0.006444415,0,0,0.994600184,2.366946804,0,0
1/3/2025,"Hoffman, Baker and Richards",Rural,Ibuprofen,PharmaTrust,2583.51,95,Morton-Chase,Et-29161-yM,5/27/2025,Mobile Van,Capsule,10962,2627.231295,2529.742652,0,0,0,1,0,-108,1,2,0.023732598,0,0,1.008742753,2.901937335,0,0
3/25/2025,Blair PLC,Rural,Chloroquine,BioCare,1277.52,51,Jones Inc,Yb-29831-qp,2/9/2027,Market Stall,Injection,10803,2773.851378,2746.734071,1,0,0.001557632,1,0,515,0,2,0.01393242,0,0,1.020352865,2.118794181,0,0
2/7/2025,"Walter, Edwards and Rios",Rural,Metformin,BioCare,452.76,76,Russell Group,zk-84196-jK,6/28/2025,Market Stall,Tablet,11030,2514.259953,2725.983591,1,0,0,1,0,-76,1,3,0.007552237,0,0,1.002894272,1.999975431,0,0
3/2/2025,"Arroyo, Miller and Tucker",Urban,Artemisinin,BioCare,2502.51,74,"Brooks, Lam and Hayes",Gd-31670-xz,7/2/2026,Market Stall,Syrup,10700,2701.783107,2560.655458,0,0,0,1,0,293,0,1,0.028160817,0,0,0.998796232,4.965182166,0,0
4/3/2025,Allen-Allen,Rural,Paracetamol,MediPlus,2793.45,53,House-Glover,yo-56670-Sz,4/18/2027,Market Stall,Injection,9906,2475.600879,2671.728195,0,0,0,1,0,583,0,1,0.014509112,0,0,0.999225834,2.407062227,0,0
6/23/2024,"Adams, Zuniga and Wong",Urban,Metformin,BioCare,3172.42,86,Hancock Inc,xd-19865-tL,12/4/2025,Market Stall,Capsule,9216,2584.335243,2725.983591,0,0,0.003154574,1,0,83,1,2,0.013476832,0,0,1.027321017,3.994260916,0,0
2/21/2025,"Baker, Mason and White",Rural,Azithromycin,BioCare,4154.65,63,"Brown, Valdez and Lucas",zm-44076-Rt,8/8/2026,Market Stall,Injection,8870,2566.5758,2701.274419,0,0,0.002824859,1,0,330,0,1,0.016775673,0,0,1.009162694,3.738580617,0,0
2/18/2025,Hickman Ltd,Urban,Coartem,MediPlus,1059.92,10,Baxter Inc,at-33965-PM,2/12/2026,Market Stall,Capsule,10459,2578.333167,2511.35,1,0,0,1,0,153,0,2,0.015018291,0,0,1.002881284,3.444858507,0,0
6/28/2024,Anderson Group,Urban,Paracetamol,HealthFirst,3268.63,58,Jones Inc,iB-73226-hf,12/11/2025,In-Store,Capsule,8634,2737.923686,2487.421723,0,0,0.001557632,0,0,90,0,0,0.010431141,0,0,1.026821271,1.795637405,0,0
6/21/2024,"Rodriguez, Figueroa and Sanchez",Rural,Chloroquine,BioCare,4642.11,13,"Daniels, Adkins and Brown",PJ-43625-Su,11/19/2025,Mobile Van,Syrup,10843,2638.581551,2746.734071,0,0,0,1,0,68,1,2,0.016624323,0,0,1.00743914,2.23601422,0,0
1/11/2025,"Hoffman, Baker and Richards",Rural,Paracetamol,PharmaTrust,4913.8,14,Chapman and Sons,IV-21880-FM,10/11/2026,In-Store,Syrup,10962,2627.231295,2737.135992,0,0,0,0,0,394,0,0,0.01568652,0,0,1.009022266,1.605358313,0,0
12/20/2024,Ryan PLC,Urban,Ibuprofen,BioCare,3809.53,69,"Robinson, Jones and Welch",Ut-19623-Tf,9/19/2026,In-Store,Syrup,9077,2528.396444,2668.81249,0,0,0,0,0,372,0,0,0.023594324,0,0,1.003076186,2.166085773,0,0
12/14/2024,"Romero, Gonzalez and Brooks",Rural,Coartem,BioCare,2966.9,3,"Stanley, Tucker and Lee",Jv-96433-Zp,3/16/2027,Market Stall,Syrup,10482,2573.886005,2554.920325,0,0,0,1,0,550,0,1,0.02012157,0,0,1.006880578,2.721383192,0,0
6/16/2024,Blake and Sons,Rural,Azithromycin,BioCare,1714.99,72,Yu Inc,xI-47250-po,11/2/2025,Mobile Van,Capsule,12355,2648.726017,2701.274419,1,0,0,1,0,51,1,3,0.008253804,0,0,1.039609823,1.627531843,0,0
8/4/2024,"Baker, Mason and White",Urban,Ibuprofen,BioCare,629.27,85,"Brown, Valdez and Lucas",Tx-30311-QH,5/18/2026,Market Stall,Tablet,8870,2566.5758,2668.81249,1,0,0.002824859,1,0,248,0,2,0.010963547,0,0,1.032587639,3.191547186,0,0
9/29/2024,Hickman Ltd,Rural,Amoxicillin,BioCare,1136.76,87,Wright and Sons,XU-05457-yS,7/7/2026,In-Store,Tablet,10459,2578.333167,2536.582987,1,0,0.002949853,0,0,298,0,1,0.017225084,0,0,1.019032385,4.911998805,0,0
1/12/2025,"Henderson, Ramirez and Lewis",Urban,Chloroquine,HealthFirst,4800.92,69,Jones Inc,LT-47576-UZ,11/20/2025,Market Stall,Capsule,9784,2639.120846,2634.855888,0,0,0.001557632,1,0,69,1,2,0.016914832,0,0,1.000682457,4.559313455,0,0
1/30/2025,"Reid, Ferguson and Sanchez",Urban,Amlodipine,HealthFirst,3672.83,6,Russell Group,xK-53536-Er,2/25/2026,In-Store,Injection,9712,2619.77625,2647.837576,0,0,0,0,0,166,0,0,0.01816502,0,0,0.994144553,2.980048983,0,0
9/22/2024,"Dyer, Potter and Mack",Urban,Coartem,MediPlus,1560.35,8,Jones Inc,nr-98616-if,9/10/2025,In-Store,Injection,9353,2615.773865,2511.35,1,0,0.001557632,0,0,-2,1,2,0.009876422,0,0,1.008429374,2.772094579,0,0
9/5/2024,"Mcclure, Ward and Lee",Rural,Ibuprofen,BioCare,4676.8,68,Morton-Chase,Kv-45080-Nt,5/25/2026,In-Store,Capsule,9290,2618.012487,2668.81249,0,0,0,0,0,255,0,0,0.022597772,0,0,0.999379943,2.819075177,0,0
5/28/2024,Hickman Ltd,Rural,Paracetamol,MediPlus,1241.76,45,Williams PLC,uY-52692-xK,2/16/2026,Market Stall,Capsule,10459,2578.333167,2671.728195,1,0,0,1,0,157,0,2,0.021150361,0,0,0.987955814,5.182186695,0,0
9/26/2024,Smith-Bowen,Urban,Ibuprofen,MediPlus,3580.71,81,"Brown, Valdez and Lucas",aD-47213-ri,10/29/2025,Market Stall,Injection,10299,2636.747797,2530.366808,0,0,0.002824859,1,0,47,1,2,0.017872092,0,0,1.009564781,5.219007001,0,0
9/14/2024,Hickman Ltd,Rural,Artemisinin,BioCare,2361.74,32,Chapman and Sons,hs-91426-dQ,11/17/2025,Market Stall,Injection,10459,2578.333167,2560.655458,0,0,0,1,0,66,1,2,0.016704664,0,0,0.997622038,5.70553979,0,0
1/2/2025,"Walter, Edwards and Rios",Rural,Ibuprofen,HealthFirst,1913.93,15,"Robinson, Jones and Welch",Ah-89332-tX,12/28/2025,Mobile Van,Injection,11030,2514.259953,2446.280768,0,0,0,1,0,107,0,1,0.019372072,0,0,1.030947122,2.510685052,0,0
4/4/2025,Galloway-Wyatt,Rural,Chloroquine,HealthFirst,4223.93,31,Morton-Chase,Ao-43079-QX,4/16/2026,Mobile Van,Syrup,10624,2721.085841,2634.855888,0,0,0,1,0,216,0,1,0.024130376,0,0,0.996857888,4.267598254,0,0
