transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,hour,day_of_week,date,time_of_day,user_transaction_count,user_avg_amount,user_total_amount,amount_dev_from_avg,risk_score,is_high_value,iso_score,iso_flag,svm_score,svm_flag,lof_score,lof_flag,ensemble_flag
TX106587,user_9808,Lipa Na M-Pesa,3101.09,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 17:14:00,17,6,2024-06-02,Evening,3,11766.336666666668,35299.01,-8665.246666666668,0,0,0.459385591212888,0,0.3735851119515607,0,0.13276381557803266,0,0
TX104221,user_7265,Withdraw Cash,2884.14,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 17:15:00,17,6,2024-06-02,Evening,3,2122.28,6366.84,761.8599999999997,0,0,0.1701912456978398,0,0.1901899630753764,0,0.03231719458530764,0,0
TX107944,user_3933,Withdraw Cash,812.85,Garissa,Feature Phone,Safaricom,individual,0,0,1,2024-06-02 17:19:00,17,6,2024-06-02,Evening,2,1382.66,2765.32,-569.8100000000001,1,0,0.3652507296072516,0,0.277626867916983,0,0.014647535979274347,0,0
TX104327,user_9975,Buy Airtime,3066.39,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-02 17:19:00,17,6,2024-06-02,Evening,2,4132.47,8264.94,-1066.0800000000004,0,0,0.12835131106057204,0,0.17490296852334872,0,0.03043061634125391,0,0
TX106887,user_1235,Send Money,3673.82,Thika,Ios,Safaricom,individual,0,0,0,2024-06-02 17:19:00,17,6,2024-06-02,Evening,2,3040.3450000000003,6080.6900000000005,633.4749999999999,0,0,0.12854751529667954,0,0.18193825439951292,0,0.021648575267038714,0,0
TX105299,user_1026,Lipa Na M-Pesa,183.03,Machakos,Android,Safaricom,agent,0,0,0,2024-06-02 17:21:00,17,6,2024-06-02,Evening,1,183.03,183.03,0.0,0,0,0.44289834800049827,0,0.36707427758026456,0,0.06949434343289158,0,0
TX107493,user_1349,Deposit Cash,2941.82,Nakuru,Feature Phone,Safaricom,individual,0,0,1,2024-06-02 17:23:00,17,6,2024-06-02,Evening,1,2941.82,2941.82,0.0,1,0,0.3674670073563582,0,0.30320985059642336,0,0.012980383498737058,0,0
TX103535,user_8117,Lipa Na M-Pesa,4840.69,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-02 17:25:00,17,6,2024-06-02,Evening,3,4463.866666666666,13391.6,376.8233333333337,0,0,0.12127185475454674,0,0.12792227083091579,0,0.03655687560463458,0,0
TX108124,user_5311,Lipa Na M-Pesa,7440.68,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-02 17:26:00,17,6,2024-06-02,Evening,4,3213.6225,12854.49,4227.057500000001,0,0,0.26971247638765133,0,0.2606998506497311,0,0.06008678816229016,0,0
TX101052,user_6619,Send Money,1602.12,Nairobi,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 17:50:00,17,6,2024-06-02,Evening,3,3053.8766666666666,9161.63,-1451.756666666667,0,0,0.17843236243985788,0,0.16594062880359,0,0.023270995832553674,0,0
TX109173,user_5606,Withdraw Cash,1587.61,Thika,Android,Safaricom,individual,0,0,0,2024-06-02 17:57:00,17,6,2024-06-02,Evening,1,1587.61,1587.61,0.0,0,0,0.08417795472165307,0,0.3046358530279109,0,0.015750637936737873,0,0
TX101733,user_4225,Deposit Cash,6484.89,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-02 18:10:00,18,6,2024-06-02,Evening,2,3512.8450000000003,7025.6900000000005,2972.045,0,0,0.15384294511761634,0,0.2896796459802751,0,0.040578264812753326,0,0
TX109259,user_3347,Pay Bill,2365.62,Eldoret,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-02 18:11:00,18,6,2024-06-02,Evening,2,5074.785,10149.57,-2709.165,1,0,0.4813400954216573,0,0.2140310993836403,0,0.0461460295021956,0,0
TX109046,user_9737,Pay Bill,3238.91,Garissa,Ios,Safaricom,individual,0,1,0,2024-06-02 18:13:00,18,6,2024-06-02,Evening,5,2034.982,10174.91,1203.928,1,0,0.5185394593018553,0,0.3782208203913646,1,0.10953898656999216,0,0
TX101182,user_2521,Deposit Cash,6304.94,Garissa,Android,Airtel,individual,0,0,0,2024-06-02 18:13:00,18,6,2024-06-02,Evening,1,6304.94,6304.94,0.0,0,0,0.17117342652941406,0,0.30778880267912995,0,0.04297766327636508,0,0
TX100730,user_5621,Deposit Cash,2599.9,Nakuru,Android,Airtel,individual,0,0,0,2024-06-02 18:16:00,18,6,2024-06-02,Evening,3,1551.53,4654.59,1048.37,0,0,0.137344672032798,0,0.23926778437849866,0,0.035373541641630604,0,0
TX100824,user_4490,Buy Airtime,5383.43,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 18:20:00,18,6,2024-06-02,Evening,3,6786.889999999999,20360.67,-1403.4599999999991,0,0,0.2353418256139142,0,0.14600838030970922,0,0.06558508543276645,0,0
TX100993,user_7645,Send Money,8169.89,Meru,Android,Airtel,individual,0,0,0,2024-06-02 18:37:00,18,6,2024-06-02,Evening,3,6391.5233333333335,19174.57,1778.3666666666668,0,0,0.32754506540565365,0,0.15822379886992258,0,0.04787539922052711,0,0
TX100595,user_3871,Deposit Cash,1385.24,Nyeri,Ios,Safaricom,agent,0,0,1,2024-06-02 18:38:00,18,6,2024-06-02,Evening,2,1132.02,2264.04,253.22000000000003,1,0,0.6138772502276133,0,0.3194789013195237,0,0.03497281819824604,0,0
TX100546,user_4627,Withdraw Cash,458.68,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-02 18:39:00,18,6,2024-06-02,Evening,2,5720.085,11440.17,-5261.405,0,0,0.22890088479954845,0,0.310255057559722,0,0.05403830950364292,0,0
TX109691,user_3377,Lipa Na M-Pesa,1747.71,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-02 18:41:00,18,6,2024-06-02,Evening,2,1798.245,3596.49,-50.534999999999854,0,0,0.110329384423812,0,0.22442269377098487,0,0.014931171438307366,0,0
TX109648,user_2652,Send Money,2952.77,Garissa,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 18:47:00,18,6,2024-06-02,Evening,2,2317.245,4634.49,635.5250000000001,0,0,0.12424794109437935,0,0.21117912606631342,0,0.01785836814326826,0,0
TX107196,user_7592,Withdraw Cash,258.51,Kisumu,Ios,Safaricom,individual,0,0,0,2024-06-02 18:48:00,18,6,2024-06-02,Evening,1,258.51,258.51,0.0,0,0,0.1179961700795167,0,0.3576144346470695,0,0.03247339849718579,0,0
TX104381,user_9476,Pay Bill,1710.06,Eldoret,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 18:50:00,18,6,2024-06-02,Evening,2,2540.035,5080.07,-829.9749999999999,0,0,0.13024146481612564,0,0.21117436378368354,0,0.02127257351514601,0,0
TX109083,user_2715,Lipa Na M-Pesa,4015.88,Meru,Android,Airtel,individual,0,0,0,2024-06-02 18:52:00,18,6,2024-06-02,Evening,2,3290.375,6580.75,725.5050000000001,0,0,0.13162556267071002,0,0.20515256210457736,0,0.022011806436825983,0,0
TX109595,user_1906,Send Money,9207.93,Machakos,Android,Safaricom,individual,0,0,0,2024-06-02 19:04:00,19,6,2024-06-02,Evening,2,7648.34,15296.68,1559.59,0,0,0.287663256708889,0,0.2205996219411931,0,0.052111563522027934,0,0
TX102020,user_4747,Withdraw Cash,1832.93,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 19:04:00,19,6,2024-06-02,Evening,3,1732.3533333333337,5197.06,100.5766666666666,0,0,0.14472521860829912,0,0.23566638607023788,0,0.0355668538987021,0,0
TX101624,user_7089,Buy Airtime,7587.72,Mombasa,Android,Airtel,individual,0,0,0,2024-06-02 19:05:00,19,6,2024-06-02,Evening,2,10630.385,21260.77,-3042.665,0,0,0.3469733469686969,0,0.24508830821875874,0,0.11569334723992654,0,0
TX100117,user_3790,Send Money,5116.92,Garissa,Ios,Airtel,individual,0,0,0,2024-06-02 19:10:00,19,6,2024-06-02,Evening,2,2667.94,5335.88,2448.98,0,0,0.16798195182956124,0,0.2712176792146075,0,0.03616076054820863,0,0
TX108050,user_2845,Lipa Na M-Pesa,9345.44,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 19:12:00,19,6,2024-06-02,Evening,1,9345.44,9345.44,0.0,0,0,0.21326941040239203,0,0.3628614692002208,0,0.04301668412630142,0,0
TX109994,user_5215,Pay Bill,12068.99,Mombasa,Ios,Safaricom,individual,0,0,0,2024-06-02 19:12:00,19,6,2024-06-02,Evening,1,12068.99,12068.99,0.0,0,1,0.3234331611850177,0,0.3569462409699081,0,0.0788625690363921,0,0
TX106588,user_3786,Send Money,789.74,Nairobi,Feature Phone,Airtel,agent,1,0,0,2024-06-02 19:22:00,19,6,2024-06-02,Evening,3,1270.2033333333336,3810.6100000000006,-480.4633333333336,1,0,0.7286517447394225,1,0.3782137639306101,0,0.04641353764813066,0,0
TX100493,user_6334,Withdraw Cash,3397.01,Kisumu,Android,Airtel,individual,0,0,0,2024-06-02 19:29:00,19,6,2024-06-02,Evening,1,3397.01,3397.01,0.0,0,0,0.09243228966736125,0,0.30546029201266045,0,0.03560756514331897,0,0
TX103054,user_3743,Pay Bill,2386.24,Mombasa,Android,Airtel,individual,0,0,0,2024-06-02 19:35:00,19,6,2024-06-02,Evening,1,2386.24,2386.24,0.0,0,0,0.17009762438212278,0,0.3066465208189571,0,0.02042315909901455,0,0
TX108440,user_3544,Send Money,1250.62,Eldoret,Feature Phone,Safaricom,agent,0,0,0,2024-06-02 19:41:00,19,6,2024-06-02,Evening,2,1463.7399999999998,2927.48,-213.1199999999999,0,0,0.39332677083520173,0,0.2726069315993445,0,0.05586417939232137,0,0
TX105553,user_7620,Pay Bill,990.55,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-02 19:44:00,19,6,2024-06-02,Evening,2,1574.015,3148.03,-583.4649999999999,0,0,0.11503957207624471,0,0.2530534604219461,0,0.03178478021461264,0,0
TX107087,user_7833,Withdraw Cash,1332.85,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-02 19:48:00,19,6,2024-06-02,Evening,2,1353.335,2706.67,-20.485000000000127,0,0,0.08038826431101223,0,0.27809814558747614,0,0.01514667788823547,0,0
TX107258,user_5987,Pay Bill,353.44,Eldoret,Android,Airtel,individual,0,0,0,2024-06-02 19:50:00,19,6,2024-06-02,Evening,3,2787.44,8362.32,-2434.0,0,0,0.17702252671656452,0,0.2365577025316608,0,0.04325234046432496,0,0
TX105200,user_9617,Pay Bill,70.67,Machakos,Android,Telkom Kenya,agent,0,0,0,2024-06-02 19:50:00,19,6,2024-06-02,Evening,1,70.67,70.67,0.0,0,0,0.486664576855348,0,0.37822311360333266,1,0.09150214229230756,0,0
TX106729,user_6085,Pay Bill,5958.34,Nairobi,Ios,Airtel,individual,0,0,0,2024-06-02 19:56:00,19,6,2024-06-02,Evening,3,2553.18,7659.54,3405.1600000000003,0,0,0.1823456975370827,0,0.2826827699572426,0,0.045916222959511754,0,0
TX102148,user_2651,Send Money,948.09,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 19:57:00,19,6,2024-06-02,Evening,1,948.09,948.09,0.0,0,0,0.18011401404690378,0,0.3457704068864032,0,0.020158831072800077,0,0
TX106255,user_3063,Lipa Na M-Pesa,585.14,Mombasa,Android,Airtel,individual,0,0,0,2024-06-02 20:03:00,20,6,2024-06-02,Evening,2,329.525,659.05,255.615,0,0,0.2311064605347555,0,0.336092613782748,0,0.015035333794888986,0,0
TX102984,user_5579,Deposit Cash,4499.69,Mombasa,Feature Phone,Safaricom,agent,0,0,0,2024-06-02 20:05:00,20,6,2024-06-02,Evening,1,4499.69,4499.69,0.0,0,0,0.45876026023361893,0,0.33624676783423313,0,0.06128407639925385,0,0
TX100359,user_9311,Pay Bill,919.16,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 20:10:00,20,6,2024-06-02,Evening,1,919.16,919.16,0.0,0,0,0.20229955334655222,0,0.3644623542990739,0,0.019566961644089633,0,0
TX100207,user_5736,Lipa Na M-Pesa,82.6,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-02 20:12:00,20,6,2024-06-02,Evening,2,2099.69,4199.38,-2017.09,0,0,0.2115011016515497,0,0.29189743880003305,0,0.019538386300319302,0,0
TX105086,user_7380,Deposit Cash,6326.27,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-02 20:19:00,20,6,2024-06-02,Evening,2,3225.215,6450.43,3101.0550000000003,0,0,0.13704165366985602,0,0.32244293245505107,0,0.041354845010175716,0,0
TX102147,user_1830,Lipa Na M-Pesa,9660.29,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-02 20:20:00,20,6,2024-06-02,Evening,2,5721.700000000001,11443.4,3938.59,0,0,0.23109863071453246,0,0.3145416757212891,0,0.048436767324762986,0,0
TX100060,user_1995,Send Money,977.4,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 20:20:00,20,6,2024-06-02,Evening,1,977.4,977.4,0.0,0,0,0.17445701889496973,0,0.35514461640711537,0,0.022648921380174786,0,0
TX105159,user_7054,Pay Bill,1439.33,Eldoret,Ios,Airtel,individual,0,0,0,2024-06-02 20:22:00,20,6,2024-06-02,Evening,2,3172.755,6345.51,-1733.4250000000002,0,0,0.1754519464128842,0,0.234566263984466,0,0.026380216531342038,0,0
TX106168,user_8397,Deposit Cash,5651.5,Thika,Ios,Safaricom,individual,0,0,0,2024-06-02 20:26:00,20,6,2024-06-02,Evening,2,3529.075,7058.15,2122.425,0,0,0.13543774246596565,0,0.2582281238494274,0,0.04576301986115644,0,0
TX108353,user_3597,Send Money,3627.35,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-02 20:36:00,20,6,2024-06-02,Evening,4,6200.505,24802.02,-2573.155,0,0,0.3440676412458849,0,0.1953652084233912,0,0.09150404890895605,0,0
TX107596,user_1093,Deposit Cash,380.01,Eldoret,Android,Airtel,individual,0,0,0,2024-06-02 20:45:00,20,6,2024-06-02,Evening,1,380.01,380.01,0.0,0,0,0.15666634288697986,0,0.37821548049286613,0,0.02584367905034461,0,0
TX101044,user_2409,Deposit Cash,3415.89,Machakos,Android,Safaricom,individual,0,0,0,2024-06-02 20:46:00,20,6,2024-06-02,Evening,4,2752.9625,11011.85,662.9275000000002,0,0,0.20121917160146602,0,0.20498410810745815,0,0.05111929119350318,0,0
TX102059,user_9474,Deposit Cash,10933.11,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-02 20:50:00,20,6,2024-06-02,Evening,1,10933.11,10933.11,0.0,0,1,0.314960378823837,0,0.37821369220239165,0,0.06302769254461245,0,0
TX107864,user_7533,Lipa Na M-Pesa,4358.79,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-02 20:56:00,20,6,2024-06-02,Evening,3,3889.48,11668.44,469.3100000000004,0,0,0.15847051580788754,0,0.16837373606864314,0,0.035280306970950394,0,0
TX103282,user_2481,Pay Bill,4523.11,Thika,Ios,Safaricom,agent,0,0,0,2024-06-02 21:00:00,21,6,2024-06-02,Night,2,2861.805,5723.61,1661.3049999999998,0,0,0.4187710383694267,0,0.2526008690669347,0,0.07694969990151038,0,0
TX105696,user_1098,Pay Bill,5637.42,Kisumu,Android,Airtel,individual,0,0,0,2024-06-02 21:04:00,21,6,2024-06-02,Night,2,10559.87,21119.74,-4922.449999999999,0,0,0.32569155307935843,0,0.2554635035073833,0,0.10601419040834843,0,0
TX109716,user_8856,Withdraw Cash,6589.84,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-02 21:05:00,21,6,2024-06-02,Night,2,4368.58,8737.16,2221.26,0,0,0.12044956286877813,0,0.2442633756340526,0,0.045575309560018,0,0
TX104378,user_5159,Send Money,718.63,Thika,Feature Phone,Airtel,agent,0,0,0,2024-06-02 21:05:00,21,6,2024-06-02,Night,1,718.63,718.63,0.0,0,0,0.3740630630459256,0,0.3712427291328736,0,0.05883092239475218,0,0
TX108197,user_2502,Pay Bill,4109.79,Garissa,Ios,Airtel,individual,0,0,0,2024-06-02 21:06:00,21,6,2024-06-02,Night,4,2739.235,10956.94,1370.5549999999998,0,0,0.17716167347393516,0,0.20853704419401536,0,0.06924426881005898,0,0
TX106726,user_3907,Deposit Cash,814.77,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-02 21:06:00,21,6,2024-06-02,Night,1,814.77,814.77,0.0,0,0,0.14882984857843437,0,0.34609653776466137,0,0.03162845188716488,0,0
TX109377,user_3428,Lipa Na M-Pesa,1768.8,Machakos,Android,Safaricom,individual,0,0,0,2024-06-02 21:13:00,21,6,2024-06-02,Night,5,5544.933999999999,27724.67,-3776.133999999999,0,0,0.4271994250268881,0,0.2888640804868246,0,0.09363193426268898,0,0
TX107700,user_7152,Lipa Na M-Pesa,1791.56,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-02 21:17:00,21,6,2024-06-02,Night,2,1263.11,2526.22,528.45,0,0,0.12855750311841346,0,0.2639022324568265,0,0.019436930144592898,0,0
TX107762,user_1496,Withdraw Cash,715.66,Kisumu,Android,Telkom Kenya,individual,0,0,1,2024-06-02 21:19:00,21,6,2024-06-02,Night,3,5148.706666666667,15446.12,-4433.046666666667,1,0,0.4390604302206106,0,0.2492240898463815,0,0.08566325712727312,0,0
TX103423,user_5897,Buy Airtime,1181.73,Nyeri,Android,Airtel,individual,0,0,0,2024-06-02 21:22:00,21,6,2024-06-02,Night,3,7682.709999999999,23048.13,-6500.98,0,0,0.3170968223909507,0,0.24789495540757886,0,0.10632588879770374,0,0
TX107464,user_3956,Pay Bill,827.53,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-02 21:24:00,21,6,2024-06-02,Night,3,1802.4,5407.2,-974.87,0,0,0.1841093910164139,0,0.2276851244320903,0,0.04038682627453959,0,0
TX104846,user_2784,Withdraw Cash,8043.17,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-02 21:25:00,21,6,2024-06-02,Night,1,8043.17,8043.17,0.0,0,0,0.14319540021702612,0,0.336135978832213,0,0.058554754755958296,0,0
TX102318,user_4200,Withdraw Cash,11899.57,Nyeri,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 21:31:00,21,6,2024-06-02,Night,1,11899.57,11899.57,0.0,0,1,0.23573129413908958,0,0.3764626054049834,0,0.07899812308637941,0,0
TX103868,user_9301,Send Money,2139.17,Kisumu,Android,Airtel,individual,0,0,0,2024-06-02 21:33:00,21,6,2024-06-02,Night,3,1795.4033333333334,5386.21,343.76666666666665,0,0,0.13922798698658434,0,0.22989934029496206,0,0.03192796046779657,0,0
TX107610,user_7694,Pay Bill,4120.75,Eldoret,Feature Phone,Safaricom,agent,0,0,0,2024-06-02 21:33:00,21,6,2024-06-02,Night,3,2104.72,6314.16,2016.03,0,0,0.44778577356901056,0,0.2636354735063748,0,0.07867636349012863,0,0
TX106164,user_1386,Lipa Na M-Pesa,1986.22,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-02 21:39:00,21,6,2024-06-02,Night,4,2797.785,11191.14,-811.5649999999998,0,0,0.24861667879336177,0,0.2118925544937968,0,0.05055882930571499,0,0
TX105197,user_9362,Deposit Cash,548.55,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 21:45:00,21,6,2024-06-02,Night,2,957.72,1915.44,-409.1700000000001,0,0,0.05992699743647103,0,0.2829020832690002,0,0.019414443455874626,0,0
TX106621,user_3263,Buy Airtime,3087.03,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-02 22:07:00,22,6,2024-06-02,Night,2,5131.45,10262.9,-2044.42,0,0,0.1315251348258547,0,0.21820164658777164,0,0.05597034939449525,0,0
TX104505,user_6247,Pay Bill,927.98,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-02 22:13:00,22,6,2024-06-02,Night,3,2053.7366666666667,6161.21,-1125.756666666667,1,0,0.37737330550325204,0,0.26792461183964855,0,0.026653201628519856,0,0
TX102331,user_6248,Buy Airtime,5571.79,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-02 22:16:00,22,6,2024-06-02,Night,1,5571.79,5571.79,0.0,0,0,0.16359196902122303,0,0.3169866697590521,0,0.04192630331857947,0,0
TX106184,user_5453,Pay Bill,2248.8,Nairobi,Feature Phone,Telkom Kenya,individual,0,1,1,2024-06-02 22:30:00,22,6,2024-06-02,Night,1,2248.8,2248.8,0.0,2,0,0.6315524771846075,0,0.37822604844732716,1,0.13068221822277523,0,0
TX102672,user_4807,Deposit Cash,6592.13,Meru,Ios,Airtel,individual,0,0,1,2024-06-02 22:53:00,22,6,2024-06-02,Night,2,4179.435,8358.87,2412.695,1,0,0.3862881103212888,0,0.2804894429088466,0,0.06218306148314476,0,0
TX106183,user_9186,Pay Bill,6577.84,Nyeri,Feature Phone,Airtel,individual,0,0,1,2024-06-02 23:01:00,23,6,2024-06-02,Night,3,5769.686666666667,17309.06,808.1533333333327,1,0,0.43011394593058955,0,0.23029749285597326,0,0.10911350479701525,0,0
TX100326,user_5495,Deposit Cash,3051.79,Mombasa,Android,Telkom Kenya,agent,0,0,0,2024-06-02 23:01:00,23,6,2024-06-02,Night,1,3051.79,3051.79,0.0,0,0,0.5040922656376745,0,0.3468415221032326,0,0.06979232486397632,0,0
TX104866,user_6296,Send Money,1307.72,Nyeri,Ios,Telkom Kenya,agent,0,0,0,2024-06-02 23:02:00,23,6,2024-06-02,Night,1,1307.72,1307.72,0.0,0,0,0.39944494518713336,0,0.36636793414849855,0,0.05266096904766432,0,0
TX105617,user_9627,Send Money,674.45,Nakuru,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 23:04:00,23,6,2024-06-02,Night,2,2898.76,5797.52,-2224.3099999999995,0,0,0.19293074032782995,0,0.27924699718232615,0,0.03696074466214541,0,0
TX102494,user_5378,Buy Airtime,1473.4,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 23:14:00,23,6,2024-06-02,Night,3,2234.9166666666665,6704.749999999999,-761.5166666666664,0,0,0.1253729069697494,0,0.2527548180658532,0,0.04977483690078242,0,0
TX109482,user_3611,Pay Bill,305.77,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-02 23:16:00,23,6,2024-06-02,Night,1,305.77,305.77,0.0,0,0,0.1721588410452007,0,0.3781952407452135,0,0.045173233135859324,0,0
TX106599,user_3975,Buy Airtime,3347.73,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-02 23:16:00,23,6,2024-06-02,Night,2,2724.895,5449.79,622.835,0,0,0.13870602736327,0,0.2484856478424714,0,0.02603753051848068,0,0
TX109061,user_7908,Lipa Na M-Pesa,227.5,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-02 23:22:00,23,6,2024-06-02,Night,1,227.5,227.5,0.0,0,0,0.16670441292165802,0,0.37820515628160234,0,0.0401515580667908,0,0
TX101380,user_4778,Deposit Cash,8171.16,Eldoret,Ios,Safaricom,individual,0,0,0,2024-06-02 23:23:00,23,6,2024-06-02,Night,1,8171.16,8171.16,0.0,0,0,0.20355291144968735,0,0.3665674819714947,0,0.04875863981995831,0,0
TX105046,user_9302,Pay Bill,1432.36,Nairobi,Ios,Safaricom,individual,0,0,0,2024-06-02 23:28:00,23,6,2024-06-02,Night,1,1432.36,1432.36,0.0,0,0,0.11863286470808271,0,0.34930762260635123,0,0.03898116378954119,0,0
TX107237,user_7256,Lipa Na M-Pesa,862.36,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-02 23:28:00,23,6,2024-06-02,Night,4,3137.765,12551.06,-2275.405,0,0,0.2629185676442302,0,0.2670172216465535,0,0.061864539199859465,0,0
TX109157,user_2515,Buy Airtime,3061.18,Nyeri,Android,Airtel,individual,0,0,0,2024-06-02 23:35:00,23,6,2024-06-02,Night,2,1556.74,3113.48,1504.4399999999998,0,0,0.11834820164273885,0,0.30467003483337246,0,0.03039858954586739,0,0
TX101518,user_1956,Pay Bill,617.73,Nakuru,Android,Airtel,individual,0,0,0,2024-06-02 23:39:00,23,6,2024-06-02,Night,4,4011.1475,16044.59,-3393.4175,0,0,0.2967439383158543,0,0.2799041731058798,0,0.06391151160542463,0,0
TX103148,user_9275,Buy Airtime,5683.24,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-02 23:41:00,23,6,2024-06-02,Night,1,5683.24,5683.24,0.0,0,0,0.22427023853944197,0,0.3317778938805653,0,0.040952887466180886,0,0
TX107719,user_8689,Send Money,1852.44,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-02 23:45:00,23,6,2024-06-02,Night,2,3104.2200000000003,6208.4400000000005,-1251.7800000000002,0,0,0.12015489623884473,0,0.23096570525326485,0,0.02922502337879987,0,0
TX101837,user_9453,Buy Airtime,10492.61,Mombasa,Android,Telkom Kenya,individual,0,0,1,2024-06-02 23:47:00,23,6,2024-06-02,Night,1,10492.61,10492.61,0.0,1,0,0.5651505199414829,0,0.37815599204281636,0,0.1641570302719001,1,0
TX104696,user_6663,Pay Bill,3031.52,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 23:57:00,23,6,2024-06-02,Night,1,3031.52,3031.52,0.0,0,0,0.19361360110058595,0,0.325307377057122,0,0.03031231104515602,0,0
TX105047,user_6109,Withdraw Cash,160.76,Thika,Ios,Airtel,individual,0,0,0,2024-06-02 23:58:00,23,6,2024-06-02,Night,3,864.6066666666666,2593.82,-703.8466666666666,0,0,0.09947911165256548,0,0.3299373863038657,0,0.0532190539520163,0,0
TX102482,user_9770,Send Money,1608.91,Thika,Android,Airtel,individual,0,0,0,2024-06-03 00:03:00,0,0,2024-06-03,Night,1,1608.91,1608.91,0.0,0,0,0.1547903330529527,0,0.3483589242015258,0,0.02863188964803063,0,0
TX108051,user_1382,Pay Bill,4111.98,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-03 00:10:00,0,0,2024-06-03,Night,3,6498.433333333333,19495.3,-2386.453333333334,0,0,0.27755443117325324,0,0.1997241793591477,0,0.07287952501422434,0,0
TX106841,user_7552,Withdraw Cash,2724.95,Nakuru,Feature Phone,Safaricom,agent,0,0,0,2024-06-03 00:11:00,0,0,2024-06-03,Night,1,2724.95,2724.95,0.0,0,0,0.40919190659052956,0,0.3397651944928289,0,0.0783272535698349,0,0
TX102103,user_3634,Withdraw Cash,5873.0,Machakos,Ios,Airtel,individual,0,0,0,2024-06-03 00:22:00,0,0,2024-06-03,Night,2,5389.675,10779.35,483.3249999999998,0,0,0.18546684857407555,0,0.23062593366432543,0,0.03747402082152742,0,0
TX109810,user_5558,Lipa Na M-Pesa,1306.96,Thika,Ios,Airtel,individual,0,0,0,2024-06-03 00:22:00,0,0,2024-06-03,Night,2,1540.685,3081.37,-233.7249999999999,0,0,0.07857203532778372,0,0.2946066760414321,0,0.02600047773112451,0,0
TX104751,user_6540,Lipa Na M-Pesa,7065.24,Nyeri,Android,Airtel,individual,0,0,0,2024-06-03 00:42:00,0,0,2024-06-03,Night,2,3997.965,7995.93,3067.275,0,0,0.17493709031505508,0,0.31025363063129313,0,0.04553665627479171,0,0
TX109533,user_1174,Deposit Cash,1732.99,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-03 00:44:00,0,0,2024-06-03,Night,2,4846.555,9693.11,-3113.5650000000005,0,0,0.19016474997627614,0,0.2712261283833463,0,0.06103220116013158,0,0
TX101461,user_8014,Send Money,1759.17,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-03 00:46:00,0,0,2024-06-03,Night,1,1759.17,1759.17,0.0,0,0,0.16157976815607664,0,0.3374100770537817,0,0.02030433013201693,0,0
