,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,"time_of_day(morning, afternoon, evening, night)",is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
2928,TX102928,user_9967,Withdraw Cash,2099.91,Nakuru,Feature Phone,Safaricom,individual,,0,0,0,6/11/2024 11:41
2929,TX102929,user_8430,Buy Airtime,7031.73,Garissa,Android,Airtel,individual,,0,0,0,6/29/2024 13:59
2930,TX102930,user_8170,Buy Airtime,327.34,Kisumu,Feature Phone,Telkom Kenya,agent,,0,0,0,6/25/2024 9:45
2931,TX102931,user_7469,Send Money,6056.06,Mombasa,Android,Safaricom,individual,,0,1,0,6/18/2024 4:52
2932,TX102932,user_4220,Withdraw Cash,608.75,Thika,iOS,Airtel,individual,,0,0,0,6/7/2024 19:29
2933,TX102933,user_1539,Withdraw Cash,1421.8,Meru,iOS,Airtel,individual,,0,0,0,6/27/2024 11:10
2934,TX102934,user_2461,Deposit Cash,102.45,Thika,Feature Phone,Airtel,individual,,1,0,0,6/15/2024 23:09
2935,TX102935,user_6184,Buy Airtime,462.28,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/21/2024 19:42
2936,TX102936,user_9547,Pay Bill,2065.34,Nairobi,iOS,Telkom Kenya,individual,,0,0,0,6/12/2024 20:18
2937,TX102937,user_1234,Send Money,5969.63,Nakuru,Feature Phone,Airtel,agent,,0,0,0,6/6/2024 15:20
2938,TX102938,user_2548,Withdraw Cash,5200.16,Nairobi,Feature Phone,Safaricom,individual,,0,0,0,6/1/2024 11:31
2939,TX102939,user_8480,Lipa na M-Pesa,938.94,Machakos,iOS,Safaricom,individual,,0,0,1,6/17/2024 17:42
2940,TX102940,user_5213,Lipa na M-Pesa,575.78,Mombasa,Android,Airtel,agent,,0,0,0,6/10/2024 23:55
2941,TX102941,user_2673,Pay Bill,1725.81,Nyeri,Feature Phone,Safaricom,agent,,0,0,0,6/20/2024 4:36
2942,TX102942,user_7708,Buy Airtime,7517.57,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/14/2024 0:11
2943,TX102943,user_8982,Buy Airtime,335.57,Kisumu,Android,Telkom Kenya,individual,,0,0,0,6/16/2024 3:09
2944,TX102944,user_3100,Buy Airtime,2740.09,Thika,Android,Safaricom,individual,,0,0,0,6/12/2024 5:34
2945,TX102945,user_4748,Deposit Cash,325.5,Nyeri,Feature Phone,Airtel,individual,,0,0,0,6/19/2024 11:55
2946,TX102946,user_4173,Lipa na M-Pesa,2223.48,Garissa,Feature Phone,Telkom Kenya,individual,,0,0,0,6/1/2024 9:40
2947,TX102947,user_2815,Buy Airtime,474.53,Eldoret,Android,Airtel,individual,,0,0,0,6/2/2024 0:17
2948,TX102948,user_4841,Lipa na M-Pesa,293.12,Kisumu,Feature Phone,Safaricom,individual,,0,0,0,6/16/2024 5:21
2949,TX102949,user_9016,Pay Bill,741.2,Mombasa,Android,Telkom Kenya,individual,,0,1,0,6/4/2024 21:23
2950,TX102950,user_8011,Send Money,1031.5,Meru,Android,Airtel,individual,,0,0,1,6/14/2024 21:35
2951,TX102951,user_5493,Deposit Cash,1131.66,Meru,Feature Phone,Safaricom,individual,,0,1,0,6/29/2024 6:00
2952,TX102952,user_1674,Withdraw Cash,3627.37,Nairobi,Feature Phone,Airtel,individual,,0,0,0,6/15/2024 3:37
2953,TX102953,user_9088,Pay Bill,197.93,Meru,Android,Telkom Kenya,individual,,0,0,0,6/22/2024 5:27
2954,TX102954,user_9578,Lipa na M-Pesa,294.91,Nairobi,Feature Phone,Safaricom,individual,,0,0,1,6/25/2024 4:15
2955,TX102955,user_3158,Pay Bill,731.94,Eldoret,Android,Safaricom,individual,,0,0,0,6/1/2024 2:24
2956,TX102956,user_3661,Withdraw Cash,7196.76,Eldoret,iOS,Airtel,individual,,0,0,0,6/5/2024 22:13
2957,TX102957,user_3064,Deposit Cash,3466.71,Nyeri,iOS,Airtel,individual,,0,0,0,6/29/2024 6:03
2958,TX102958,user_4253,Send Money,4587.46,Meru,Android,Safaricom,agent,,1,0,0,6/2/2024 9:03
2959,TX102959,user_5979,Withdraw Cash,1619.14,Nairobi,Android,Telkom Kenya,individual,,0,0,1,6/24/2024 14:35
2960,TX102960,user_8703,Deposit Cash,839.32,Eldoret,Feature Phone,Telkom Kenya,individual,,0,0,1,6/14/2024 18:31
2961,TX102961,user_9931,Lipa na M-Pesa,135.45,Kisumu,Android,Airtel,individual,,0,1,1,6/2/2024 16:01
2962,TX102962,user_2401,Withdraw Cash,2346.67,Nyeri,Android,Airtel,individual,,0,0,0,6/15/2024 5:30
2963,TX102963,user_4259,Pay Bill,2988.91,Nakuru,Feature Phone,Airtel,individual,,0,0,0,6/17/2024 15:40
2964,TX102964,user_4923,Buy Airtime,7955.69,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/16/2024 4:33
2965,TX102965,user_5214,Pay Bill,7482.51,Meru,iOS,Telkom Kenya,individual,,0,0,0,6/3/2024 8:24
2966,TX102966,user_4227,Lipa na M-Pesa,1934.93,Thika,Android,Airtel,individual,,0,0,0,6/13/2024 23:46
2967,TX102967,user_3745,Send Money,1928.2,Nyeri,Android,Airtel,individual,,0,0,0,6/25/2024 21:14
2968,TX102968,user_7091,Withdraw Cash,614.92,Nairobi,iOS,Safaricom,individual,,0,0,0,6/3/2024 8:01
2969,TX102969,user_4866,Send Money,1041.82,Eldoret,Android,Safaricom,individual,,0,0,0,6/6/2024 2:40
2970,TX102970,user_6818,Lipa na M-Pesa,9097.04,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/15/2024 8:08
2971,TX102971,user_3222,Withdraw Cash,532.1,Meru,Android,Safaricom,individual,,0,0,0,6/2/2024 7:00
2972,TX102972,user_3792,Deposit Cash,12124.43,Meru,Feature Phone,Airtel,individual,,0,0,1,6/29/2024 7:59
2973,TX102973,user_5063,Deposit Cash,2459.34,Thika,Android,Telkom Kenya,agent,,0,0,0,6/14/2024 21:53
2974,TX102974,user_2524,Pay Bill,2134.73,Meru,iOS,Telkom Kenya,individual,,0,1,0,6/16/2024 5:40
2975,TX102975,user_9224,Pay Bill,671.77,Nairobi,Feature Phone,Safaricom,individual,,0,0,0,6/11/2024 12:48
2976,TX102976,user_7198,Lipa na M-Pesa,3791.74,Meru,Feature Phone,Telkom Kenya,individual,,0,0,1,6/28/2024 22:13
2977,TX102977,user_5025,Deposit Cash,2155.65,Nakuru,iOS,Safaricom,individual,,0,0,0,6/8/2024 3:33
2978,TX102978,user_3566,Withdraw Cash,1620.81,Kisumu,Feature Phone,Airtel,agent,,0,0,0,6/3/2024 19:52
2979,TX102979,user_3803,Deposit Cash,1075.29,Nairobi,iOS,Safaricom,individual,,0,0,0,6/25/2024 16:17
2980,TX102980,user_4709,Pay Bill,240.8,Thika,Android,Telkom Kenya,individual,,0,0,1,6/16/2024 17:49
2981,TX102981,user_7155,Lipa na M-Pesa,2564,Kisumu,iOS,Telkom Kenya,individual,,0,0,0,6/13/2024 17:14
2982,TX102982,user_1719,Deposit Cash,1313.51,Eldoret,Android,Telkom Kenya,individual,,0,0,0,6/29/2024 2:47
2983,TX102983,user_7516,Lipa na M-Pesa,4306.89,Nyeri,Feature Phone,Airtel,agent,,0,0,0,6/10/2024 5:06
2984,TX102984,user_5579,Deposit Cash,4499.69,Mombasa,Feature Phone,Safaricom,agent,,0,0,0,6/2/2024 20:05
2985,TX102985,user_1972,Send Money,1412.7,Nairobi,iOS,Airtel,individual,,0,0,0,6/23/2024 14:13
2986,TX102986,user_4718,Deposit Cash,3871.01,Meru,Android,Airtel,individual,,0,0,0,6/21/2024 0:13
2987,TX102987,user_8395,Pay Bill,1047.61,Thika,iOS,Safaricom,agent,,0,0,0,6/12/2024 8:15
2988,TX102988,user_5402,Withdraw Cash,4546.22,Nairobi,Feature Phone,Telkom Kenya,agent,,0,0,0,6/18/2024 9:08
2989,TX102989,user_5552,Pay Bill,56.73,Nairobi,Feature Phone,Telkom Kenya,individual,,0,0,0,6/5/2024 0:13
2990,TX102990,user_3207,Pay Bill,575.45,Garissa,Android,Telkom Kenya,agent,,1,1,0,6/22/2024 11:33
2991,TX102991,user_5426,Pay Bill,983.67,Mombasa,Android,Telkom Kenya,individual,,0,0,0,6/3/2024 23:09
2992,TX102992,user_7919,Lipa na M-Pesa,5188.82,Eldoret,Feature Phone,Airtel,individual,,1,0,0,6/15/2024 11:48
2993,TX102993,user_9835,Buy Airtime,240.39,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/17/2024 14:39
2994,TX102994,user_9386,Buy Airtime,729.14,Mombasa,Android,Safaricom,individual,,0,0,0,6/12/2024 16:25
2995,TX102995,user_9680,Send Money,1554.49,Thika,iOS,Safaricom,individual,,0,0,0,6/14/2024 19:42
2996,TX102996,user_3204,Pay Bill,32.26,Meru,iOS,Airtel,individual,,0,0,0,6/21/2024 2:21
2997,TX102997,user_6345,Buy Airtime,5025.98,Mombasa,Android,Telkom Kenya,individual,,0,0,0,6/17/2024 22:36
2998,TX102998,user_4276,Send Money,2874.27,Machakos,Android,Telkom Kenya,individual,,1,0,1,6/8/2024 2:24
2999,TX102999,user_2102,Lipa na M-Pesa,8082.91,Eldoret,Android,Safaricom,individual,,0,0,0,6/11/2024 10:35
3000,TX103000,user_6243,Pay Bill,110.33,Nairobi,Feature Phone,Telkom Kenya,individual,,0,0,0,6/27/2024 6:31
3001,TX103001,user_7614,Withdraw Cash,1108.16,Garissa,iOS,Airtel,individual,,0,1,0,6/23/2024 14:33
3002,TX103002,user_9707,Lipa na M-Pesa,4598.93,Thika,Android,Telkom Kenya,individual,,0,0,1,6/18/2024 2:03
3003,TX103003,user_6223,Send Money,3935.36,Thika,iOS,Telkom Kenya,agent,,0,0,1,6/17/2024 16:37
3004,TX103004,user_9584,Lipa na M-Pesa,974.64,Kisumu,Feature Phone,Telkom Kenya,individual,,0,0,0,6/19/2024 4:39
3005,TX103005,user_1630,Withdraw Cash,3169.49,Meru,Feature Phone,Safaricom,individual,,0,0,0,6/21/2024 20:15
3006,TX103006,user_7683,Lipa na M-Pesa,5525.46,Garissa,Android,Airtel,individual,,0,0,0,6/27/2024 1:45
3007,TX103007,user_1277,Send Money,118.83,Thika,Android,Safaricom,agent,,0,0,0,6/2/2024 17:01
3008,TX103008,user_1232,Withdraw Cash,4425.86,Meru,Android,Airtel,individual,,0,0,0,6/12/2024 15:09
3009,TX103009,user_6690,Withdraw Cash,1016.69,Meru,Android,Safaricom,individual,,0,0,1,6/29/2024 5:10
3010,TX103010,user_8659,Lipa na M-Pesa,10337.8,Nyeri,iOS,Airtel,individual,,0,0,0,6/24/2024 11:21
3011,TX103011,user_1025,Withdraw Cash,2704.34,Kisumu,Android,Airtel,individual,,0,0,0,6/23/2024 16:31
3012,TX103012,user_8468,Lipa na M-Pesa,118.85,Kisumu,iOS,Safaricom,agent,,0,1,0,6/11/2024 22:16
3013,TX103013,user_7410,Pay Bill,1807.96,Eldoret,Feature Phone,Safaricom,individual,,0,1,0,6/5/2024 10:16
3014,TX103014,user_9652,Withdraw Cash,11867.13,Kisumu,Feature Phone,Telkom Kenya,individual,,0,0,0,6/7/2024 5:51
3015,TX103015,user_4764,Lipa na M-Pesa,4587.51,Eldoret,iOS,Airtel,individual,,0,0,0,6/5/2024 0:01
3016,TX103016,user_7599,Pay Bill,1250.76,Thika,iOS,Airtel,individual,,0,0,0,6/18/2024 11:18
3017,TX103017,user_6102,Withdraw Cash,2997.03,Nairobi,Android,Airtel,individual,,0,0,0,6/2/2024 10:18
3018,TX103018,user_8006,Pay Bill,3199.16,Mombasa,Android,Airtel,individual,,0,1,0,6/5/2024 4:27
3019,TX103019,user_4483,Deposit Cash,82.69,Meru,Android,Airtel,individual,,0,0,0,6/6/2024 16:10
3020,TX103020,user_2994,Withdraw Cash,689.6,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/17/2024 16:33
3021,TX103021,user_9682,Deposit Cash,2808.62,Thika,iOS,Telkom Kenya,agent,,0,0,0,6/4/2024 3:17
3022,TX103022,user_2072,Send Money,1803.98,Nairobi,iOS,Telkom Kenya,individual,,0,0,0,6/8/2024 20:30
3023,TX103023,user_7707,Send Money,737.69,Thika,iOS,Airtel,individual,,0,0,0,6/20/2024 2:35
3024,TX103024,user_1215,Lipa na M-Pesa,5184.71,Nyeri,iOS,Safaricom,individual,,0,0,0,6/1/2024 4:46
3025,TX103025,user_8605,Buy Airtime,2349.81,Machakos,Android,Safaricom,individual,,0,1,1,6/21/2024 4:36
3026,TX103026,user_3606,Deposit Cash,1298.59,Meru,Android,Airtel,individual,,1,0,1,6/26/2024 12:06
3027,TX103027,user_9350,Deposit Cash,617.23,Nakuru,iOS,Telkom Kenya,individual,,0,0,0,6/10/2024 9:28
3028,TX103028,user_5781,Send Money,3306.09,Eldoret,Android,Safaricom,agent,,0,0,0,6/11/2024 18:45
3029,TX103029,user_4313,Deposit Cash,3840.89,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/24/2024 19:34
3030,TX103030,user_8763,Buy Airtime,3876.05,Nakuru,Android,Telkom Kenya,agent,,0,0,1,6/29/2024 11:02
3031,TX103031,user_6939,Pay Bill,870.9,Thika,Feature Phone,Airtel,individual,,0,0,0,6/21/2024 5:50
3032,TX103032,user_3295,Pay Bill,3166.46,Meru,Feature Phone,Airtel,individual,,0,0,1,6/29/2024 0:56
3033,TX103033,user_6685,Buy Airtime,8253.58,Kisumu,iOS,Airtel,individual,,0,0,0,6/26/2024 18:01
3034,TX103034,user_2696,Deposit Cash,1524.95,Garissa,iOS,Airtel,agent,,0,0,0,6/25/2024 15:45
3035,TX103035,user_2946,Deposit Cash,828.43,Machakos,Android,Airtel,individual,,0,0,1,6/5/2024 9:53
3036,TX103036,user_3783,Deposit Cash,5176.73,Nakuru,iOS,Safaricom,agent,,0,0,0,6/15/2024 15:43
3037,TX103037,user_4644,Lipa na M-Pesa,681.3,Nakuru,Feature Phone,Telkom Kenya,individual,,0,0,0,6/22/2024 15:45
3038,TX103038,user_6241,Withdraw Cash,1024.43,Eldoret,Feature Phone,Safaricom,agent,,0,0,0,6/20/2024 12:18
3039,TX103039,user_7420,Buy Airtime,371.27,Meru,Android,Safaricom,individual,,0,0,1,6/3/2024 11:18
3040,TX103040,user_8557,Buy Airtime,1091.31,Nakuru,Feature Phone,Safaricom,agent,,0,0,0,6/10/2024 10:46
3041,TX103041,user_3645,Buy Airtime,1848.7,Meru,iOS,Telkom Kenya,individual,,0,0,0,6/3/2024 18:58
3042,TX103042,user_7589,Buy Airtime,232.08,Machakos,Android,Safaricom,individual,,0,0,1,6/3/2024 1:29
3043,TX103043,user_7353,Buy Airtime,7187.09,Nakuru,Android,Safaricom,individual,,0,0,0,6/12/2024 16:38
3044,TX103044,user_2932,Deposit Cash,2523.07,Nyeri,Android,Airtel,individual,,0,0,0,6/6/2024 20:16
3045,TX103045,user_2757,Lipa na M-Pesa,3104.44,Nairobi,iOS,Telkom Kenya,individual,,0,0,0,6/8/2024 22:51
3046,TX103046,user_6085,Send Money,1624.27,Garissa,Feature Phone,Airtel,individual,,0,0,0,6/14/2024 11:38
3047,TX103047,user_6637,Deposit Cash,3878.57,Nakuru,iOS,Airtel,individual,,0,1,0,6/26/2024 12:52
3048,TX103048,user_2116,Deposit Cash,1978.37,Eldoret,Android,Safaricom,individual,,0,0,0,6/6/2024 9:36
3049,TX103049,user_1492,Withdraw Cash,5014.12,Kisumu,Feature Phone,Airtel,individual,,1,1,0,6/4/2024 16:33
3050,TX103050,user_9811,Send Money,6029.17,Meru,Android,Safaricom,individual,,0,0,0,6/22/2024 23:22
3051,TX103051,user_8888,Buy Airtime,3899.99,Garissa,iOS,Airtel,individual,,0,0,0,6/7/2024 8:23
3052,TX103052,user_7474,Send Money,2365.88,Mombasa,Android,Telkom Kenya,individual,,0,0,0,6/24/2024 9:39
3053,TX103053,user_5958,Lipa na M-Pesa,5335.74,Nakuru,iOS,Telkom Kenya,agent,,0,0,0,6/14/2024 3:07
3054,TX103054,user_3743,Pay Bill,2386.24,Mombasa,Android,Airtel,individual,,0,0,0,6/2/2024 19:35
3055,TX103055,user_8866,Deposit Cash,413.81,Garissa,Android,Safaricom,agent,,1,0,0,6/7/2024 11:07
3056,TX103056,user_8160,Send Money,432.89,Thika,Android,Safaricom,individual,,0,0,0,6/16/2024 1:02
3057,TX103057,user_6451,Withdraw Cash,10387.26,Meru,iOS,Safaricom,individual,,0,0,0,6/18/2024 1:03
3058,TX103058,user_6258,Lipa na M-Pesa,840.85,Garissa,iOS,Airtel,agent,,0,0,0,6/19/2024 22:26
3059,TX103059,user_9548,Pay Bill,5923.44,Nyeri,iOS,Safaricom,individual,,0,0,0,6/15/2024 22:09
3060,TX103060,user_8186,Lipa na M-Pesa,991.55,Mombasa,iOS,Airtel,agent,,0,0,1,6/5/2024 10:00
3061,TX103061,user_7102,Buy Airtime,1972.21,Nyeri,iOS,Telkom Kenya,individual,,0,1,0,6/29/2024 18:00
3062,TX103062,user_1619,Pay Bill,3724.21,Garissa,Feature Phone,Safaricom,individual,,0,0,0,6/11/2024 17:51
3063,TX103063,user_1882,Withdraw Cash,605.52,Mombasa,Android,Airtel,agent,,0,0,1,6/24/2024 13:01
3064,TX103064,user_9988,Pay Bill,4677.89,Meru,iOS,Safaricom,individual,,0,0,0,6/13/2024 2:15
3065,TX103065,user_4642,Withdraw Cash,4098.16,Mombasa,Feature Phone,Airtel,agent,,0,0,0,6/5/2024 14:13
3066,TX103066,user_2296,Buy Airtime,2741.39,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/21/2024 21:53
3067,TX103067,user_9436,Withdraw Cash,2920.6,Mombasa,Android,Telkom Kenya,individual,,0,0,0,6/21/2024 19:23
3068,TX103068,user_3895,Lipa na M-Pesa,391.28,Nairobi,Android,Airtel,individual,,0,0,1,6/25/2024 3:51
3069,TX103069,user_7593,Send Money,2004.14,Thika,Android,Airtel,individual,,0,0,0,6/19/2024 18:49
3070,TX103070,user_1929,Lipa na M-Pesa,316.93,Meru,iOS,Telkom Kenya,individual,,0,0,0,6/14/2024 3:26
3071,TX103071,user_6366,Deposit Cash,1287.9,Nakuru,Android,Telkom Kenya,individual,,0,0,0,6/12/2024 1:04
3072,TX103072,user_9711,Lipa na M-Pesa,8069.99,Kisumu,Android,Safaricom,individual,,0,0,0,6/14/2024 14:32
3073,TX103073,user_4212,Pay Bill,2990.99,Nairobi,Android,Airtel,individual,,0,0,0,6/5/2024 7:11
3074,TX103074,user_3409,Buy Airtime,4751.34,Nyeri,Feature Phone,Airtel,individual,,0,0,0,6/28/2024 23:14
3075,TX103075,user_9199,Deposit Cash,2985.67,Machakos,iOS,Safaricom,individual,,0,0,0,6/12/2024 7:00
3076,TX103076,user_4423,Deposit Cash,755.88,Thika,Android,Safaricom,individual,,0,1,0,6/26/2024 0:35
3077,TX103077,user_7976,Deposit Cash,3161.88,Thika,Feature Phone,Airtel,individual,,0,0,0,6/21/2024 16:08
3078,TX103078,user_8594,Send Money,4928.29,Eldoret,iOS,Telkom Kenya,individual,,0,0,0,6/1/2024 4:25
3079,TX103079,user_6158,Withdraw Cash,521.39,Mombasa,Android,Safaricom,individual,,0,0,0,6/17/2024 9:43
3080,TX103080,user_4667,Pay Bill,5942.16,Eldoret,Feature Phone,Airtel,individual,,0,0,0,6/15/2024 3:05
3081,TX103081,user_6973,Buy Airtime,2836.97,Mombasa,iOS,Safaricom,individual,,0,1,0,6/9/2024 6:50
3082,TX103082,user_7236,Send Money,15,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/11/2024 6:25
3083,TX103083,user_9277,Lipa na M-Pesa,2567.28,Nyeri,Android,Airtel,individual,,0,0,0,6/1/2024 3:45
3084,TX103084,user_3468,Buy Airtime,1762.73,Mombasa,Feature Phone,Airtel,individual,,0,0,0,6/27/2024 4:47
3085,TX103085,user_7217,Deposit Cash,1230.64,Nyeri,Android,Airtel,individual,,0,0,0,6/12/2024 5:19
3086,TX103086,user_4619,Buy Airtime,5163.05,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/8/2024 2:31
3087,TX103087,user_2636,Buy Airtime,8041.59,Machakos,Feature Phone,Safaricom,individual,,0,0,0,6/15/2024 17:03
3088,TX103088,user_9155,Lipa na M-Pesa,5033.81,Nairobi,Feature Phone,Telkom Kenya,individual,,0,0,0,6/4/2024 9:48
3089,TX103089,user_4583,Withdraw Cash,6565.41,Nakuru,iOS,Telkom Kenya,individual,,0,0,0,6/28/2024 23:23
3090,TX103090,user_5009,Pay Bill,8380.72,Meru,Feature Phone,Telkom Kenya,individual,,0,0,0,6/11/2024 6:54
3091,TX103091,user_4326,Deposit Cash,8531.58,Eldoret,iOS,Airtel,individual,,0,0,0,6/25/2024 14:06
3092,TX103092,user_9148,Withdraw Cash,426.16,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/22/2024 21:15
3093,TX103093,user_3217,Send Money,2133.3,Machakos,iOS,Airtel,individual,,0,0,0,6/7/2024 3:10
3094,TX103094,user_5967,Deposit Cash,1,Meru,Feature Phone,Airtel,agent,,0,0,0,6/2/2024 13:43
3095,TX103095,user_3369,Pay Bill,2471.55,Machakos,Android,Safaricom,individual,,0,0,0,6/5/2024 22:23
3096,TX103096,user_4638,Send Money,9030.83,Mombasa,Feature Phone,Safaricom,individual,,0,0,0,6/24/2024 16:00
3097,TX103097,user_6722,Lipa na M-Pesa,777.08,Kisumu,Feature Phone,Telkom Kenya,individual,,0,0,0,6/12/2024 20:28
3098,TX103098,user_5444,Withdraw Cash,3573.71,Meru,Android,Airtel,individual,,0,0,0,6/16/2024 6:31
3099,TX103099,user_8618,Deposit Cash,3618.61,Meru,Feature Phone,Airtel,individual,,0,0,0,6/17/2024 16:01
3100,TX103100,user_4947,Buy Airtime,611.71,Garissa,iOS,Safaricom,individual,,0,0,0,6/12/2024 12:40
3101,TX103101,user_2676,Pay Bill,953.75,Eldoret,Android,Airtel,individual,,1,0,0,6/2/2024 12:04
3102,TX103102,user_2196,Deposit Cash,2169.78,Thika,Android,Telkom Kenya,individual,,0,1,0,6/27/2024 4:18
3103,TX103103,user_3787,Buy Airtime,729.79,Machakos,Android,Airtel,agent,,0,0,0,6/12/2024 12:09
3104,TX103104,user_8432,Deposit Cash,3078.12,Machakos,Feature Phone,Telkom Kenya,individual,,0,0,1,6/17/2024 0:11
3105,TX103105,user_8927,Send Money,2319.45,Garissa,Feature Phone,Safaricom,agent,,0,1,0,6/9/2024 15:31
3106,TX103106,user_4318,Buy Airtime,2563.05,Mombasa,Android,Safaricom,individual,,0,0,0,6/21/2024 6:12
3107,TX103107,user_9858,Buy Airtime,505.44,Mombasa,iOS,Airtel,individual,,0,0,0,6/20/2024 0:16
3108,TX103108,user_7689,Deposit Cash,2548.91,Kisumu,Feature Phone,Airtel,individual,,0,0,0,6/26/2024 23:50
3109,TX103109,user_3176,Lipa na M-Pesa,177.6,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/28/2024 12:10
3110,TX103110,user_4743,Lipa na M-Pesa,7465.99,Nairobi,Feature Phone,Telkom Kenya,individual,,0,0,0,6/1/2024 22:42
3111,TX103111,user_9792,Withdraw Cash,1471.58,Nakuru,iOS,Telkom Kenya,individual,,0,0,0,6/25/2024 14:30
3112,TX103112,user_5422,Send Money,6791.01,Garissa,Feature Phone,Telkom Kenya,individual,,0,0,1,6/5/2024 11:35
3113,TX103113,user_4824,Lipa na M-Pesa,4233.28,Meru,Feature Phone,Safaricom,individual,,0,0,0,6/2/2024 8:53
3114,TX103114,user_3451,Deposit Cash,5086.1,Nakuru,iOS,Safaricom,individual,,0,0,0,6/21/2024 22:55
3115,TX103115,user_1628,Lipa na M-Pesa,1321.85,Garissa,iOS,Safaricom,individual,,0,0,0,6/18/2024 11:21
3116,TX103116,user_8778,Withdraw Cash,904.54,Nakuru,Feature Phone,Airtel,individual,,0,0,0,6/15/2024 13:15
3117,TX103117,user_4696,Pay Bill,1827.43,Meru,Android,Safaricom,individual,,0,0,0,6/22/2024 3:21
3118,TX103118,user_4674,Withdraw Cash,85.83,Machakos,Android,Telkom Kenya,individual,,0,0,0,6/21/2024 10:03
3119,TX103119,user_4929,Buy Airtime,8786.03,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/21/2024 20:49
3120,TX103120,user_3765,Buy Airtime,1712.95,Nairobi,Feature Phone,Safaricom,individual,,0,0,0,6/13/2024 12:06
3121,TX103121,user_5369,Lipa na M-Pesa,15646.2,Nairobi,iOS,Safaricom,individual,,0,0,0,6/9/2024 2:24
3122,TX103122,user_9307,Lipa na M-Pesa,5016.11,Nakuru,iOS,Telkom Kenya,individual,,0,0,0,6/21/2024 5:12
3123,TX103123,user_5956,Withdraw Cash,293.8,Mombasa,Android,Safaricom,individual,,0,0,0,6/6/2024 1:36
3124,TX103124,user_1692,Withdraw Cash,3777.77,Nyeri,iOS,Airtel,individual,,0,0,0,6/29/2024 9:22
3125,TX103125,user_4162,Deposit Cash,1105.51,Mombasa,iOS,Safaricom,individual,,0,0,0,6/14/2024 4:41
3126,TX103126,user_2105,Send Money,977.7,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/5/2024 20:39
3127,TX103127,user_4008,Deposit Cash,1037.65,Meru,Feature Phone,Telkom Kenya,individual,,0,1,0,6/7/2024 0:59
3128,TX103128,user_3161,Buy Airtime,8672.41,Mombasa,iOS,Safaricom,individual,,0,0,0,6/23/2024 10:12
3129,TX103129,user_9345,Deposit Cash,2425.88,Eldoret,iOS,Telkom Kenya,individual,,0,0,0,6/4/2024 7:05
3130,TX103130,user_4699,Withdraw Cash,3874.71,Kisumu,Feature Phone,Safaricom,individual,,0,0,1,6/11/2024 5:58
3131,TX103131,user_4786,Deposit Cash,1154.37,Thika,Android,Telkom Kenya,individual,,0,0,0,6/28/2024 17:58
3132,TX103132,user_5200,Pay Bill,2590.5,Eldoret,Feature Phone,Telkom Kenya,individual,,0,0,0,6/16/2024 7:22
3133,TX103133,user_2913,Send Money,1508.28,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/17/2024 15:47
3134,TX103134,user_6520,Withdraw Cash,1355.69,Nyeri,Feature Phone,Safaricom,agent,,0,0,0,6/7/2024 13:22
3135,TX103135,user_2772,Lipa na M-Pesa,992.77,Meru,Feature Phone,Safaricom,individual,,0,0,0,6/1/2024 2:35
3136,TX103136,user_3780,Deposit Cash,1840.83,Nyeri,Feature Phone,Safaricom,individual,,1,0,0,6/6/2024 5:00
3137,TX103137,user_8423,Withdraw Cash,3776.14,Kisumu,Android,Airtel,individual,,0,0,0,6/20/2024 12:13
3138,TX103138,user_3871,Lipa na M-Pesa,878.8,Kisumu,Feature Phone,Airtel,individual,,0,0,0,6/24/2024 4:46
3139,TX103139,user_1660,Lipa na M-Pesa,11778.11,Eldoret,Feature Phone,Airtel,agent,,0,0,0,6/8/2024 20:04
3140,TX103140,user_7242,Buy Airtime,465.81,Nyeri,Android,Telkom Kenya,individual,,0,0,0,6/19/2024 6:23
3141,TX103141,user_2132,Buy Airtime,2290.14,Thika,iOS,Telkom Kenya,individual,,0,0,0,6/7/2024 2:41
3142,TX103142,user_1699,Withdraw Cash,311.02,Nyeri,Android,Safaricom,individual,,0,0,0,6/27/2024 13:43
3143,TX103143,user_8470,Withdraw Cash,80.24,Machakos,Feature Phone,Telkom Kenya,individual,,0,0,0,6/25/2024 18:19
3144,TX103144,user_7297,Pay Bill,8959.19,Garissa,iOS,Airtel,individual,,0,0,0,6/25/2024 17:37
3145,TX103145,user_8812,Send Money,5819.65,Nakuru,Android,Airtel,individual,,0,0,1,6/9/2024 4:00
