transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,hour,day_of_week,date,time_of_day,user_transaction_count,user_avg_amount,user_total_amount,amount_dev_from_avg,risk_score,is_high_value
TX101417,user_8725,Withdraw Cash,3557.74,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-29 04:34:00,4,5,2024-06-29,Night,1,3557.74,3557.74,0.0,0,0
TX101418,user_1526,Withdraw Cash,234.52,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-16 02:47:00,2,6,2024-06-16,Night,3,1368.4399999999998,4105.32,-1133.9199999999998,0,0
TX101419,user_4224,Lipa Na M-Pesa,1465.85,Machakos,Android,Airtel,individual,0,0,0,2024-06-16 21:16:00,21,6,2024-06-16,Night,1,1465.85,1465.85,0.0,0,0
TX101420,user_2875,Lipa Na M-Pesa,15886.59,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-06 21:54:00,21,3,2024-06-06,Night,4,4626.6825,18506.73,11259.907500000001,0,1
TX101421,user_2763,Buy Airtime,765.77,Mombasa,Ios,Airtel,agent,0,0,0,2024-06-20 05:36:00,5,3,2024-06-20,Morning,2,2821.135,5642.27,-2055.3650000000002,0,0
TX101422,user_9712,Buy Airtime,3092.78,Eldoret,Ios,Airtel,agent,0,0,0,2024-06-08 20:58:00,20,5,2024-06-08,Evening,3,3464.28,10392.84,-371.5,0,0
TX101423,user_6797,Withdraw Cash,6478.96,Nairobi,Ios,Safaricom,individual,0,0,0,2024-06-28 23:07:00,23,4,2024-06-28,Night,2,3387.4700000000003,6774.9400000000005,3091.49,0,0
TX101424,user_8099,Deposit Cash,3091.34,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 19:14:00,19,3,2024-06-06,Evening,5,3634.6059999999998,18173.03,-543.2659999999996,0,0
TX101425,user_6109,Deposit Cash,1629.76,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-27 21:09:00,21,3,2024-06-27,Night,3,864.6066666666666,2593.8199999999997,765.1533333333334,0,0
TX101426,user_7644,Buy Airtime,292.71,Machakos,Android,Safaricom,individual,0,1,0,2024-06-07 05:10:00,5,4,2024-06-07,Morning,3,2023.93,6071.79,-1731.22,1,0
TX101427,user_1116,Pay Bill,1571.12,Kisumu,Ios,Airtel,individual,0,0,0,2024-06-21 21:24:00,21,4,2024-06-21,Night,1,1571.12,1571.12,0.0,0,0
TX101428,user_3433,Send Money,703.41,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-10 05:45:00,5,0,2024-06-10,Morning,3,967.2733333333334,2901.82,-263.86333333333346,0,0
TX101429,user_6463,Withdraw Cash,11342.39,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-17 20:27:00,20,0,2024-06-17,Evening,5,4019.828,20099.14,7322.562,0,1
TX101430,user_1583,Send Money,4393.82,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-11 22:31:00,22,1,2024-06-11,Night,2,4469.74,8939.48,-75.92000000000007,0,0
TX101431,user_9586,Buy Airtime,4843.41,Mombasa,Android,Safaricom,agent,0,0,0,2024-06-03 14:54:00,14,0,2024-06-03,Afternoon,1,4843.41,4843.41,0.0,0,0
TX101432,user_4788,Lipa Na M-Pesa,2004.26,Eldoret,Android,Telkom Kenya,agent,0,0,0,2024-06-27 19:18:00,19,3,2024-06-27,Evening,1,2004.26,2004.26,0.0,0,0
TX101433,user_5167,Withdraw Cash,407.73,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-25 09:02:00,9,1,2024-06-25,Morning,1,407.73,407.73,0.0,0,0
TX101434,user_9465,Buy Airtime,1085.78,Kisumu,Ios,Safaricom,individual,0,0,0,2024-06-02 04:37:00,4,6,2024-06-02,Night,3,4584.076666666667,13752.23,-3498.296666666667,0,0
TX101435,user_2389,Pay Bill,1052.5,Thika,Android,Telkom Kenya,agent,0,1,0,2024-06-07 23:25:00,23,4,2024-06-07,Night,3,2698.1466666666665,8094.44,-1645.6466666666665,1,0
TX101436,user_9357,Withdraw Cash,2334.67,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-06 02:24:00,2,3,2024-06-06,Night,2,1275.9,2551.8,1058.77,0,0
TX101437,user_7154,Withdraw Cash,2163.01,Nakuru,Ios,Telkom Kenya,individual,0,0,1,2024-06-06 02:41:00,2,3,2024-06-06,Night,3,2056.6433333333334,6169.93,106.36666666666679,1,0
TX101438,user_6420,Deposit Cash,1988.41,Eldoret,Ios,Airtel,agent,0,0,0,2024-06-09 00:36:00,0,6,2024-06-09,Night,1,1988.41,1988.41,0.0,0,0
TX101439,user_9920,Lipa Na M-Pesa,2397.97,Nakuru,Ios,Airtel,individual,0,0,0,2024-06-14 12:17:00,12,4,2024-06-14,Afternoon,1,2397.97,2397.97,0.0,0,0
TX101440,user_3043,Withdraw Cash,15206.04,Nyeri,Feature Phone,Airtel,agent,0,0,0,2024-06-05 22:02:00,22,2,2024-06-05,Night,1,15206.04,15206.04,0.0,0,1
TX101441,user_5197,Lipa Na M-Pesa,1240.14,Thika,Android,Safaricom,individual,0,0,0,2024-06-18 12:40:00,12,1,2024-06-18,Afternoon,2,1114.285,2228.57,125.85500000000002,0,0
TX101442,user_4496,Buy Airtime,3343.24,Garissa,Android,Airtel,agent,0,0,1,2024-06-27 22:11:00,22,3,2024-06-27,Night,2,4606.4400000000005,9212.880000000001,-1263.2000000000007,1,0
TX101443,user_1778,Pay Bill,958.26,Machakos,Ios,Telkom Kenya,individual,0,0,0,2024-06-11 19:45:00,19,1,2024-06-11,Evening,2,1817.6799999999998,3635.3599999999997,-859.4199999999998,0,0
TX101444,user_1213,Pay Bill,2199.73,Nyeri,Android,Airtel,individual,0,0,0,2024-06-04 08:34:00,8,1,2024-06-04,Morning,1,2199.73,2199.73,0.0,0,0
TX101445,user_4762,Withdraw Cash,781.22,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-22 08:59:00,8,5,2024-06-22,Morning,1,781.22,781.22,0.0,0,0
TX101446,user_7731,Withdraw Cash,2859.08,Machakos,Feature Phone,Safaricom,individual,1,0,0,2024-06-22 15:16:00,15,5,2024-06-22,Afternoon,3,2187.2999999999997,6561.9,671.7800000000002,1,0
TX101447,user_4117,Buy Airtime,1077.65,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-21 09:00:00,9,4,2024-06-21,Morning,2,2951.7250000000004,5903.450000000001,-1874.0750000000003,0,0
TX101448,user_6791,Deposit Cash,131.19,Meru,Ios,Safaricom,individual,0,0,1,2024-06-19 21:59:00,21,2,2024-06-19,Night,4,2415.8675000000003,9663.470000000001,-2284.6775000000002,1,0
TX101449,user_9783,Deposit Cash,5911.03,Nyeri,Android,Telkom Kenya,individual,0,1,1,2024-06-01 06:58:00,6,5,2024-06-01,Morning,1,5911.03,5911.03,0.0,2,0
TX101450,user_3720,Deposit Cash,480.4,Mombasa,Ios,Safaricom,agent,0,0,0,2024-06-14 20:27:00,20,4,2024-06-14,Evening,2,2047.4850000000001,4094.9700000000003,-1567.085,0,0
TX101451,user_9905,Lipa Na M-Pesa,1606.25,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-17 08:20:00,8,0,2024-06-17,Morning,3,5673.463333333333,17020.39,-4067.213333333333,0,0
TX101452,user_7047,Deposit Cash,2269.8,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-20 05:00:00,5,3,2024-06-20,Morning,2,5108.625,10217.25,-2838.825,0,0
TX101453,user_9032,Pay Bill,1982.68,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-10 14:48:00,14,0,2024-06-10,Afternoon,3,2162.03,6486.09,-179.35000000000014,0,0
TX101454,user_1001,Lipa Na M-Pesa,4526.93,Machakos,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-29 05:35:00,5,5,2024-06-29,Morning,3,2325.5833333333335,6976.75,2201.346666666667,0,0
TX101455,user_7368,Buy Airtime,3178.93,Meru,Feature Phone,Airtel,individual,1,0,0,2024-06-16 19:33:00,19,6,2024-06-16,Evening,2,2019.925,4039.85,1159.0049999999999,1,0
TX101456,user_2949,Pay Bill,1225.29,Kisumu,Ios,Telkom Kenya,individual,0,0,0,2024-06-06 11:48:00,11,3,2024-06-06,Morning,2,1247.5900000000001,2495.1800000000003,-22.300000000000182,0,0
TX101457,user_7732,Pay Bill,185.81,Nakuru,Ios,Airtel,individual,0,0,0,2024-06-20 18:57:00,18,3,2024-06-20,Evening,2,769.125,1538.25,-583.315,0,0
TX101458,user_8833,Send Money,5107.46,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-10 06:47:00,6,0,2024-06-10,Morning,6,3498.7616666666668,20992.57,1608.6983333333333,0,0
TX101459,user_1917,Buy Airtime,1521.37,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-14 19:19:00,19,4,2024-06-14,Evening,2,1729.025,3458.05,-207.6550000000002,0,0
TX101460,user_4174,Buy Airtime,7716.71,Machakos,Ios,Safaricom,agent,0,0,1,2024-06-23 16:49:00,16,6,2024-06-23,Afternoon,3,5470.436666666667,16411.31,2246.2733333333326,1,0
TX101461,user_8014,Send Money,1759.17,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-03 00:46:00,0,0,2024-06-03,Night,1,1759.17,1759.17,0.0,0,0
TX101462,user_1089,Lipa Na M-Pesa,4426.23,Kisumu,Feature Phone,Airtel,individual,0,0,1,2024-06-27 19:15:00,19,3,2024-06-27,Evening,2,5900.07,11800.14,-1473.8400000000001,1,0
TX101463,user_2709,Deposit Cash,9821.64,Nakuru,Feature Phone,Safaricom,agent,0,0,0,2024-06-01 10:26:00,10,5,2024-06-01,Morning,2,6454.41,12908.82,3367.2299999999996,0,0
TX101464,user_4041,Deposit Cash,3685.92,Nyeri,Android,Safaricom,individual,0,0,1,2024-06-22 23:33:00,23,5,2024-06-22,Night,2,2255.71,4511.42,1430.21,1,0
TX101465,user_1105,Deposit Cash,1867.47,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-20 09:50:00,9,3,2024-06-20,Morning,4,3832.71,15330.84,-1965.24,0,0
TX101466,user_9619,Deposit Cash,2932.79,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-05 00:58:00,0,2,2024-06-05,Night,1,2932.79,2932.79,0.0,0,0
TX101467,user_2895,Deposit Cash,2744.16,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-06 09:32:00,9,3,2024-06-06,Morning,3,2343.49,7030.469999999999,400.6700000000001,0,0
TX101468,user_7090,Send Money,3076.65,Machakos,Android,Safaricom,individual,0,0,1,2024-06-13 06:52:00,6,3,2024-06-13,Morning,2,2656.63,5313.26,420.02,1,0
TX101469,user_9508,Buy Airtime,555.75,Nakuru,Ios,Safaricom,agent,0,0,0,2024-06-25 09:17:00,9,1,2024-06-25,Morning,1,555.75,555.75,0.0,0,0
TX101470,user_7082,Lipa Na M-Pesa,4196.56,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-05 04:44:00,4,2,2024-06-05,Night,2,4843.415000000001,9686.830000000002,-646.8550000000005,0,0
TX101471,user_1634,Pay Bill,548.47,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 21:53:00,21,2,2024-06-26,Night,4,1759.8250000000003,7039.300000000001,-1211.3550000000002,0,0
TX101472,user_2925,Deposit Cash,51.54,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-19 11:40:00,11,2,2024-06-19,Morning,3,942.09,2826.27,-890.5500000000001,0,0
TX101473,user_3056,Send Money,3430.85,Nyeri,Android,Airtel,individual,0,0,0,2024-06-22 15:19:00,15,5,2024-06-22,Afternoon,1,3430.85,3430.85,0.0,0,0
TX101474,user_7917,Lipa Na M-Pesa,435.16,Mombasa,Ios,Telkom Kenya,individual,0,1,0,2024-06-05 10:01:00,10,2,2024-06-05,Morning,1,435.16,435.16,0.0,1,0
TX101475,user_4144,Lipa Na M-Pesa,5150.14,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-18 06:52:00,6,1,2024-06-18,Morning,3,2951.0933333333337,8853.28,2199.0466666666666,0,0
TX101476,user_1552,Lipa Na M-Pesa,7033.82,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-21 00:40:00,0,4,2024-06-21,Night,1,7033.82,7033.82,0.0,0,0
TX101477,user_9907,Send Money,10134.77,Meru,Android,Safaricom,individual,0,0,0,2024-06-22 01:26:00,1,5,2024-06-22,Night,2,5807.935,11615.87,4326.835,0,0
TX101478,user_6383,Pay Bill,3822.23,Machakos,Android,Airtel,individual,0,0,0,2024-06-14 05:42:00,5,4,2024-06-14,Morning,2,4804.655,9609.31,-982.4249999999997,0,0
TX101479,user_4911,Deposit Cash,2302.33,Nakuru,Ios,Telkom Kenya,individual,0,0,1,2024-06-10 03:57:00,3,0,2024-06-10,Night,1,2302.33,2302.33,0.0,1,0
TX101480,user_4389,Lipa Na M-Pesa,1520.04,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-12 22:01:00,22,2,2024-06-12,Night,3,4375.663333333333,13126.99,-2855.623333333333,0,0
TX101481,user_9442,Send Money,2363.06,Nakuru,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-14 15:22:00,15,4,2024-06-14,Afternoon,2,4330.205,8660.41,-1967.145,0,0
TX101482,user_3430,Buy Airtime,739.05,Eldoret,Feature Phone,Safaricom,individual,0,0,1,2024-06-15 07:07:00,7,5,2024-06-15,Morning,2,3163.515,6327.03,-2424.465,1,0
TX101483,user_1458,Send Money,1499.26,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-28 12:50:00,12,4,2024-06-28,Afternoon,1,1499.26,1499.26,0.0,0,0
TX101484,user_1207,Send Money,4429.61,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-03 16:02:00,16,0,2024-06-03,Afternoon,3,5676.79,17030.37,-1247.1800000000003,0,0
TX101485,user_1899,Send Money,858.07,Machakos,Android,Telkom Kenya,agent,0,0,0,2024-06-11 12:12:00,12,1,2024-06-11,Afternoon,1,858.07,858.07,0.0,0,0
TX101486,user_1021,Lipa Na M-Pesa,1073.16,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-03 12:10:00,12,0,2024-06-03,Afternoon,2,1645.975,3291.95,-572.8149999999998,0,0
TX101487,user_9601,Send Money,4842.64,Nakuru,Android,Safaricom,individual,1,0,1,2024-06-28 05:19:00,5,4,2024-06-28,Morning,1,4842.64,4842.64,0.0,2,0
TX101488,user_1894,Buy Airtime,685.35,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-25 01:23:00,1,1,2024-06-25,Night,1,685.35,685.35,0.0,0,0
TX101489,user_1514,Lipa Na M-Pesa,987.75,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-28 03:40:00,3,4,2024-06-28,Night,2,3492.23,6984.46,-2504.48,0,0
TX101490,user_8294,Buy Airtime,61.96,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-14 14:23:00,14,4,2024-06-14,Afternoon,2,2252.265,4504.53,-2190.305,0,0
TX101491,user_5904,Withdraw Cash,4456.02,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-26 04:44:00,4,2,2024-06-26,Night,1,4456.02,4456.02,0.0,0,0
TX101492,user_8867,Send Money,3367.29,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-13 03:36:00,3,3,2024-06-13,Night,4,2523.6974999999998,10094.789999999999,843.5925000000002,0,0
TX101493,user_5109,Deposit Cash,4149.01,Nyeri,Ios,Safaricom,individual,0,0,0,2024-06-16 13:28:00,13,6,2024-06-16,Afternoon,3,4622.456666666667,13867.37,-473.4466666666667,0,0
TX101494,user_8179,Deposit Cash,844.25,Nakuru,Ios,Telkom Kenya,individual,0,0,0,2024-06-06 12:33:00,12,3,2024-06-06,Afternoon,2,2218.51,4437.02,-1374.2600000000002,0,0
TX101495,user_2560,Lipa Na M-Pesa,4069.64,Machakos,Ios,Telkom Kenya,individual,0,0,0,2024-06-04 02:32:00,2,1,2024-06-04,Night,2,4236.315,8472.63,-166.67499999999973,0,0
TX101496,user_2266,Deposit Cash,3175.46,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-09 10:58:00,10,6,2024-06-09,Morning,1,3175.46,3175.46,0.0,0,0
TX101497,user_4638,Lipa Na M-Pesa,1595.65,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-03 20:48:00,20,0,2024-06-03,Evening,2,5313.24,10626.48,-3717.5899999999997,0,0
TX101498,user_9941,Send Money,2015.8,Nairobi,Feature Phone,Safaricom,individual,0,1,0,2024-06-09 22:04:00,22,6,2024-06-09,Night,1,2015.8,2015.8,0.0,1,0
TX101499,user_4427,Pay Bill,2937.01,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-20 05:04:00,5,3,2024-06-20,Morning,1,2937.01,2937.01,0.0,0,0
TX101500,user_5780,Pay Bill,2379.37,Machakos,Android,Safaricom,individual,0,0,0,2024-06-04 02:56:00,2,1,2024-06-04,Night,6,2691.6983333333333,16150.189999999999,-312.3283333333334,0,0
TX101501,user_2927,Buy Airtime,3593.6,Meru,Ios,Airtel,individual,0,1,0,2024-06-17 11:52:00,11,0,2024-06-17,Morning,2,2058.55,4117.1,1535.0499999999997,1,0
TX101502,user_3356,Send Money,698.76,Mombasa,Android,Telkom Kenya,individual,0,1,0,2024-06-24 05:38:00,5,0,2024-06-24,Morning,2,622.66,1245.32,76.10000000000002,1,0
TX101503,user_5790,Deposit Cash,2723.26,Eldoret,Ios,Safaricom,agent,0,0,0,2024-06-18 12:56:00,12,1,2024-06-18,Afternoon,2,4285.1849999999995,8570.369999999999,-1561.9249999999993,0,0
TX101504,user_1306,Send Money,2094.21,Kisumu,Ios,Telkom Kenya,agent,0,0,1,2024-06-11 13:01:00,13,1,2024-06-11,Afternoon,1,2094.21,2094.21,0.0,1,0
TX101505,user_8979,Withdraw Cash,2163.27,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-24 09:23:00,9,0,2024-06-24,Morning,4,1781.4950000000001,7125.9800000000005,381.77499999999986,0,0
TX101506,user_4665,Pay Bill,2218.0,Kisumu,Android,Airtel,individual,0,0,1,2024-06-08 09:46:00,9,5,2024-06-08,Morning,1,2218.0,2218.0,0.0,1,0
TX101507,user_8057,Deposit Cash,7464.12,Machakos,Android,Airtel,individual,0,0,0,2024-06-03 01:26:00,1,0,2024-06-03,Night,1,7464.12,7464.12,0.0,0,0
TX101508,user_1661,Pay Bill,5975.21,Garissa,Ios,Telkom Kenya,individual,0,0,0,2024-06-29 16:10:00,16,5,2024-06-29,Afternoon,4,2533.58,10134.32,3441.63,0,0
TX101509,user_5644,Send Money,3475.82,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-20 20:09:00,20,3,2024-06-20,Evening,2,1932.17,3864.34,1543.65,0,0
TX101510,user_9503,Deposit Cash,4411.74,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-03 15:33:00,15,0,2024-06-03,Afternoon,1,4411.74,4411.74,0.0,0,0
TX101511,user_3920,Buy Airtime,153.11,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-28 15:57:00,15,4,2024-06-28,Afternoon,1,153.11,153.11,0.0,0,0
TX101512,user_9946,Send Money,4768.91,Machakos,Ios,Airtel,individual,0,0,0,2024-06-17 02:51:00,2,0,2024-06-17,Night,1,4768.91,4768.91,0.0,0,0
TX101513,user_7236,Buy Airtime,2330.48,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-27 07:29:00,7,3,2024-06-27,Morning,3,2334.8433333333337,7004.530000000001,-4.363333333333685,0,0
TX101514,user_7078,Deposit Cash,1338.24,Meru,Android,Airtel,individual,0,0,0,2024-06-07 16:21:00,16,4,2024-06-07,Afternoon,3,947.6033333333334,2842.81,390.63666666666666,0,0
TX101515,user_1352,Pay Bill,526.97,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-04 05:01:00,5,1,2024-06-04,Morning,3,3277.9933333333333,9833.98,-2751.0233333333335,0,0
TX101516,user_8005,Withdraw Cash,273.66,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-14 22:08:00,22,4,2024-06-14,Night,1,273.66,273.66,0.0,0,0
TX101517,user_1158,Lipa Na M-Pesa,160.73,Nyeri,Ios,Airtel,individual,0,0,0,2024-06-24 03:38:00,3,0,2024-06-24,Night,1,160.73,160.73,0.0,0,0
TX101518,user_1956,Pay Bill,617.73,Nakuru,Android,Airtel,individual,0,0,0,2024-06-02 23:39:00,23,6,2024-06-02,Night,4,4011.1475,16044.59,-3393.4175,0,0
TX101519,user_3071,Buy Airtime,107.13,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-07 02:18:00,2,4,2024-06-07,Night,1,107.13,107.13,0.0,0,0
TX101520,user_9595,Send Money,4617.09,Machakos,Feature Phone,Safaricom,individual,0,0,0,2024-06-20 20:21:00,20,3,2024-06-20,Evening,1,4617.09,4617.09,0.0,0,0
TX101521,user_4453,Deposit Cash,1000.43,Nyeri,Feature Phone,Airtel,agent,0,0,0,2024-06-29 07:34:00,7,5,2024-06-29,Morning,2,4388.155,8776.31,-3387.725,0,0
TX101522,user_7675,Pay Bill,1610.13,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-12 17:09:00,17,2,2024-06-12,Evening,1,1610.13,1610.13,0.0,0,0
TX101523,user_1955,Withdraw Cash,6055.01,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-23 04:28:00,4,6,2024-06-23,Night,1,6055.01,6055.01,0.0,0,0
TX101524,user_7295,Deposit Cash,426.23,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-13 15:42:00,15,3,2024-06-13,Afternoon,3,5131.106666666667,15393.32,-4704.876666666667,0,0
TX101525,user_2712,Buy Airtime,6318.96,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-02 16:08:00,16,6,2024-06-02,Afternoon,1,6318.96,6318.96,0.0,0,0
TX101526,user_5703,Deposit Cash,3571.31,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-04 07:46:00,7,1,2024-06-04,Morning,2,2345.94,4691.88,1225.37,0,0
TX101527,user_7563,Deposit Cash,1465.08,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-24 01:55:00,1,0,2024-06-24,Night,2,1964.625,3929.25,-499.5450000000001,0,0
TX101528,user_6631,Send Money,438.71,Thika,Ios,Safaricom,individual,0,1,0,2024-06-23 05:11:00,5,6,2024-06-23,Morning,1,438.71,438.71,0.0,1,0
TX101529,user_2394,Lipa Na M-Pesa,335.83,Machakos,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-26 10:47:00,10,2,2024-06-26,Morning,2,1599.455,3198.91,-1263.625,1,0
TX101530,user_5732,Buy Airtime,1430.6,Kisumu,Android,Safaricom,agent,0,0,0,2024-06-17 08:01:00,8,0,2024-06-17,Morning,3,770.73,2312.19,659.8699999999999,0,0
TX101531,user_4714,Send Money,529.27,Garissa,Android,Safaricom,individual,0,0,0,2024-06-07 14:06:00,14,4,2024-06-07,Afternoon,1,529.27,529.27,0.0,0,0
TX101532,user_1529,Lipa Na M-Pesa,1090.53,Garissa,Android,Safaricom,individual,0,0,0,2024-06-19 17:08:00,17,2,2024-06-19,Evening,2,1736.725,3473.45,-646.1949999999999,0,0
TX101533,user_3958,Send Money,190.43,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 06:17:00,6,5,2024-06-01,Morning,1,190.43,190.43,0.0,0,0
TX101534,user_8904,Lipa Na M-Pesa,3163.61,Nairobi,Ios,Safaricom,agent,0,0,0,2024-06-02 12:13:00,12,6,2024-06-02,Afternoon,2,1629.4550000000002,3258.9100000000003,1534.155,0,0
TX101535,user_4591,Lipa Na M-Pesa,549.42,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-18 10:12:00,10,1,2024-06-18,Morning,1,549.42,549.42,0.0,0,0
TX101536,user_7895,Lipa Na M-Pesa,4947.57,Machakos,Android,Safaricom,individual,1,0,0,2024-06-28 17:27:00,17,4,2024-06-28,Evening,2,3413.915,6827.83,1533.6549999999997,1,0
TX101537,user_1525,Send Money,861.44,Kisumu,Android,Airtel,individual,0,0,0,2024-06-05 01:10:00,1,2,2024-06-05,Night,1,861.44,861.44,0.0,0,0
TX101538,user_7477,Deposit Cash,5597.8,Nakuru,Android,Airtel,agent,0,0,0,2024-06-13 07:02:00,7,3,2024-06-13,Morning,2,2947.695,5895.39,2650.105,0,0
TX101539,user_1001,Lipa Na M-Pesa,737.01,Nairobi,Android,Safaricom,individual,0,0,1,2024-06-28 18:53:00,18,4,2024-06-28,Evening,3,2325.5833333333335,6976.75,-1588.5733333333335,1,0
TX101540,user_1374,Deposit Cash,4472.5,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-21 09:56:00,9,4,2024-06-21,Morning,1,4472.5,4472.5,0.0,0,0
TX101541,user_5648,Buy Airtime,1417.77,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-12 23:40:00,23,2,2024-06-12,Night,3,1731.7299999999998,5195.19,-313.9599999999998,0,0
TX101542,user_3365,Withdraw Cash,3062.35,Nakuru,Ios,Telkom Kenya,agent,0,0,0,2024-06-10 23:28:00,23,0,2024-06-10,Night,3,4704.336666666667,14113.01,-1641.9866666666671,0,0
TX101543,user_2525,Deposit Cash,138.0,Kisumu,Android,Airtel,individual,0,0,0,2024-06-02 05:56:00,5,6,2024-06-02,Morning,3,2465.6866666666665,7397.0599999999995,-2327.6866666666665,0,0
TX101544,user_2646,Withdraw Cash,2392.88,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-16 19:24:00,19,6,2024-06-16,Evening,3,1528.4133333333332,4585.24,864.4666666666669,0,0
TX101545,user_1013,Lipa Na M-Pesa,563.42,Garissa,Feature Phone,Safaricom,agent,0,0,0,2024-06-28 10:04:00,10,4,2024-06-28,Morning,1,563.42,563.42,0.0,0,0
TX101546,user_5599,Withdraw Cash,2331.54,Nakuru,Android,Safaricom,individual,0,0,0,2024-06-14 16:51:00,16,4,2024-06-14,Afternoon,1,2331.54,2331.54,0.0,0,0
TX101547,user_3278,Withdraw Cash,533.42,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-22 02:34:00,2,5,2024-06-22,Night,1,533.42,533.42,0.0,0,0
TX101548,user_4155,Lipa Na M-Pesa,2011.22,Kisumu,Android,Airtel,individual,0,0,1,2024-06-28 09:47:00,9,4,2024-06-28,Morning,4,3429.165,13716.66,-1417.945,1,0
TX101549,user_9321,Deposit Cash,410.31,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-14 19:49:00,19,4,2024-06-14,Evening,2,2113.715,4227.43,-1703.4050000000002,0,0
TX101550,user_4814,Lipa Na M-Pesa,869.4,Meru,Android,Safaricom,individual,0,0,0,2024-06-27 17:29:00,17,3,2024-06-27,Evening,1,869.4,869.4,0.0,0,0
TX101551,user_4216,Buy Airtime,3164.22,Thika,Android,Airtel,individual,0,0,0,2024-06-24 12:44:00,12,0,2024-06-24,Afternoon,4,3746.1775,14984.71,-581.9575,0,0
TX101552,user_9219,Pay Bill,13151.65,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-03 15:24:00,15,0,2024-06-03,Afternoon,2,9634.295,19268.59,3517.3549999999996,0,1
TX101553,user_3113,Send Money,2087.25,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-15 21:37:00,21,5,2024-06-15,Night,3,4541.44,13624.32,-2454.1899999999996,0,0
