transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,hour,day_of_week,date,time_of_day
TX101614,user_2969,Lipa Na M-Pesa,525.07,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-18 20:48:00,20,1,2024-06-18,Evening
TX101615,user_1891,Withdraw Cash,506.92,Kisumu,Ios,Airtel,individual,0,0,0,2024-06-24 13:17:00,13,0,2024-06-24,Afternoon
TX101616,user_5470,Pay Bill,4350.78,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-10 11:50:00,11,0,2024-06-10,Morning
TX101617,user_8175,Lipa Na M-Pesa,1659.84,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-13 00:59:00,0,3,2024-06-13,Night
TX101618,user_9320,Withdraw Cash,11381.52,Mombasa,Ios,Airtel,agent,0,0,0,2024-06-03 18:52:00,18,0,2024-06-03,Evening
TX101619,user_7812,Withdraw Cash,1379.01,Meru,Ios,Safaricom,individual,0,0,0,2024-06-29 06:05:00,6,5,2024-06-29,Morning
TX101620,user_8519,Withdraw Cash,14370.42,Thika,Ios,Safaricom,individual,0,0,0,2024-06-12 05:40:00,5,2,2024-06-12,Morning
TX101621,user_5612,Pay Bill,804.81,Thika,Ios,Telkom Kenya,individual,0,0,1,2024-06-05 09:53:00,9,2,2024-06-05,Morning
TX101622,user_2198,Pay Bill,379.72,Kisumu,Ios,Airtel,individual,0,0,0,2024-06-26 14:42:00,14,2,2024-06-26,Afternoon
TX101623,user_6238,Pay Bill,1311.78,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-14 14:48:00,14,4,2024-06-14,Afternoon
TX101624,user_7089,Buy Airtime,7587.72,Mombasa,Android,Airtel,individual,0,0,0,2024-06-02 19:05:00,19,6,2024-06-02,Evening
TX101625,user_7257,Pay Bill,2582.42,Machakos,Ios,Airtel,individual,0,0,0,2024-06-15 14:24:00,14,5,2024-06-15,Afternoon
TX101626,user_8705,Pay Bill,510.22,Nairobi,Android,Airtel,agent,0,0,0,2024-06-08 23:13:00,23,5,2024-06-08,Night
TX101627,user_4719,Pay Bill,791.95,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-08 16:14:00,16,5,2024-06-08,Afternoon
TX101628,user_1302,Lipa Na M-Pesa,1305.12,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-25 19:12:00,19,1,2024-06-25,Evening
TX101629,user_1986,Pay Bill,3122.02,Nyeri,Ios,Airtel,individual,0,0,0,2024-06-04 17:12:00,17,1,2024-06-04,Evening
TX101630,user_5440,Buy Airtime,1414.12,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-09 10:46:00,10,6,2024-06-09,Morning
TX101631,user_5909,Withdraw Cash,4811.03,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-24 22:59:00,22,0,2024-06-24,Night
TX101632,user_4072,Lipa Na M-Pesa,3352.57,Thika,Ios,Safaricom,individual,0,0,0,2024-06-26 05:40:00,5,2,2024-06-26,Morning
TX101633,user_4124,Send Money,7245.26,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-26 10:13:00,10,2,2024-06-26,Morning
TX101634,user_9125,Pay Bill,2432.75,Nakuru,Feature Phone,Airtel,individual,0,1,1,2024-06-11 17:04:00,17,1,2024-06-11,Evening
TX101635,user_4291,Withdraw Cash,1407.82,Nyeri,Ios,Telkom Kenya,individual,0,0,0,2024-06-11 11:43:00,11,1,2024-06-11,Morning
TX101636,user_5033,Withdraw Cash,19571.19,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-01 20:52:00,20,5,2024-06-01,Evening
TX101637,user_6105,Lipa Na M-Pesa,1538.21,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-22 13:26:00,13,5,2024-06-22,Afternoon
TX101638,user_1703,Send Money,1958.85,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-14 18:57:00,18,4,2024-06-14,Evening
TX101639,user_9133,Deposit Cash,5796.52,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-23 01:04:00,1,6,2024-06-23,Night
TX101640,user_1574,Buy Airtime,324.85,Nairobi,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-06 15:56:00,15,3,2024-06-06,Afternoon
TX101641,user_6704,Deposit Cash,1709.96,Meru,Ios,Safaricom,individual,0,0,0,2024-06-07 11:48:00,11,4,2024-06-07,Morning
TX101642,user_8848,Withdraw Cash,313.63,Kisumu,Android,Airtel,individual,0,0,0,2024-06-24 03:29:00,3,0,2024-06-24,Night
TX101643,user_6208,Deposit Cash,525.06,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-22 03:57:00,3,5,2024-06-22,Night
TX101644,user_7924,Withdraw Cash,16.28,Thika,Android,Airtel,individual,0,0,0,2024-06-27 10:39:00,10,3,2024-06-27,Morning
TX101645,user_4828,Deposit Cash,33.57,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-03 15:31:00,15,0,2024-06-03,Afternoon
TX101646,user_4230,Withdraw Cash,1674.75,Nyeri,Ios,Airtel,agent,0,0,0,2024-06-24 20:02:00,20,0,2024-06-24,Evening
TX101647,user_1488,Withdraw Cash,5797.19,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-28 21:09:00,21,4,2024-06-28,Night
TX101648,user_8114,Lipa Na M-Pesa,3095.11,Eldoret,Ios,Airtel,individual,0,0,0,2024-06-16 13:19:00,13,6,2024-06-16,Afternoon
TX101649,user_4173,Send Money,3526.68,Eldoret,Feature Phone,Safaricom,individual,0,0,0,2024-06-17 23:09:00,23,0,2024-06-17,Night
TX101650,user_2667,Withdraw Cash,2563.42,Machakos,Ios,Safaricom,individual,0,0,0,2024-06-11 00:08:00,0,1,2024-06-11,Night
TX101651,user_5114,Buy Airtime,5997.77,Eldoret,Ios,Airtel,individual,0,0,0,2024-06-29 23:51:00,23,5,2024-06-29,Night
TX101652,user_4553,Buy Airtime,7431.99,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-12 10:47:00,10,2,2024-06-12,Morning
TX101653,user_8761,Pay Bill,6633.88,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-14 04:21:00,4,4,2024-06-14,Night
TX101654,user_2000,Withdraw Cash,5852.06,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-28 08:50:00,8,4,2024-06-28,Morning
TX101655,user_2388,Withdraw Cash,706.18,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-05 17:52:00,17,2,2024-06-05,Evening
TX101656,user_6450,Withdraw Cash,3153.84,Nyeri,Ios,Airtel,individual,0,0,1,2024-06-25 04:08:00,4,1,2024-06-25,Night
TX101657,user_4712,Deposit Cash,3054.33,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-15 23:45:00,23,5,2024-06-15,Night
TX101658,user_2367,Withdraw Cash,2627.3,Meru,Android,Safaricom,individual,0,0,0,2024-06-18 16:27:00,16,1,2024-06-18,Afternoon
TX101659,user_9189,Withdraw Cash,2294.22,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-25 12:05:00,12,1,2024-06-25,Afternoon
TX101660,user_1454,Buy Airtime,326.9,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-23 22:45:00,22,6,2024-06-23,Night
TX101661,user_3772,Send Money,377.18,Kisumu,Ios,Safaricom,agent,0,0,0,2024-06-28 20:41:00,20,4,2024-06-28,Evening
TX101662,user_4726,Send Money,8139.83,Thika,Android,Safaricom,agent,0,0,0,2024-06-11 13:27:00,13,1,2024-06-11,Afternoon
TX101663,user_8232,Pay Bill,3481.65,Garissa,Ios,Airtel,individual,0,0,0,2024-06-03 09:54:00,9,0,2024-06-03,Morning
TX101664,user_5806,Buy Airtime,1064.84,Nakuru,Ios,Airtel,individual,0,0,0,2024-06-23 02:06:00,2,6,2024-06-23,Night
TX101665,user_3190,Withdraw Cash,1146.36,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-06 06:55:00,6,3,2024-06-06,Morning
TX101666,user_3875,Send Money,3297.38,Meru,Android,Safaricom,individual,0,1,1,2024-06-03 19:12:00,19,0,2024-06-03,Evening
TX101667,user_6592,Lipa Na M-Pesa,1828.58,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-28 12:28:00,12,4,2024-06-28,Afternoon
TX101668,user_2440,Lipa Na M-Pesa,2037.65,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-26 23:51:00,23,2,2024-06-26,Night
TX101669,user_9927,Lipa Na M-Pesa,218.98,Garissa,Ios,Safaricom,agent,0,0,0,2024-06-12 09:39:00,9,2,2024-06-12,Morning
TX101670,user_7059,Withdraw Cash,522.75,Machakos,Android,Airtel,individual,0,0,0,2024-06-17 20:51:00,20,0,2024-06-17,Evening
TX101671,user_8010,Withdraw Cash,1749.31,Mombasa,Android,Airtel,individual,0,0,0,2024-06-02 04:44:00,4,6,2024-06-02,Night
TX101672,user_8117,Pay Bill,4210.25,Garissa,Android,Safaricom,individual,0,0,0,2024-06-23 02:37:00,2,6,2024-06-23,Night
TX101673,user_3989,Pay Bill,172.26,Nyeri,Ios,Safaricom,individual,0,0,0,2024-06-25 22:50:00,22,1,2024-06-25,Night
TX101674,user_7228,Pay Bill,1425.56,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-28 00:16:00,0,4,2024-06-28,Night
TX101675,user_7471,Deposit Cash,4156.88,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-16 04:09:00,4,6,2024-06-16,Night
TX101676,user_3863,Lipa Na M-Pesa,5496.61,Garissa,Ios,Safaricom,individual,0,0,0,2024-06-14 12:12:00,12,4,2024-06-14,Afternoon
TX101677,user_2177,Withdraw Cash,738.48,Nakuru,Feature Phone,Safaricom,agent,0,0,0,2024-06-29 06:54:00,6,5,2024-06-29,Morning
TX101678,user_5760,Lipa Na M-Pesa,4602.0,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-16 20:58:00,20,6,2024-06-16,Evening
TX101679,user_1011,Pay Bill,10885.99,Nairobi,Ios,Telkom Kenya,individual,0,0,0,2024-06-29 01:06:00,1,5,2024-06-29,Night
TX101680,user_6252,Withdraw Cash,8305.98,Mombasa,Ios,Telkom Kenya,individual,0,0,0,2024-06-14 15:00:00,15,4,2024-06-14,Afternoon
TX101681,user_5399,Buy Airtime,5451.88,Meru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-23 09:30:00,9,6,2024-06-23,Morning
TX101682,user_9234,Send Money,4360.75,Nyeri,Android,Airtel,agent,0,0,1,2024-06-02 06:42:00,6,6,2024-06-02,Morning
TX101683,user_6445,Send Money,938.21,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-08 11:19:00,11,5,2024-06-08,Morning
TX101684,user_7570,Pay Bill,3517.0,Nyeri,Android,Airtel,individual,0,0,0,2024-06-22 02:38:00,2,5,2024-06-22,Night
TX101685,user_9212,Lipa Na M-Pesa,3607.76,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-05 11:41:00,11,2,2024-06-05,Morning
TX101686,user_1406,Buy Airtime,1827.91,Meru,Android,Safaricom,individual,0,0,0,2024-06-09 08:29:00,8,6,2024-06-09,Morning
TX101687,user_5431,Withdraw Cash,2377.46,Thika,Android,Safaricom,individual,0,0,0,2024-06-03 14:30:00,14,0,2024-06-03,Afternoon
TX101688,user_6243,Lipa Na M-Pesa,4144.92,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-23 22:26:00,22,6,2024-06-23,Night
TX101689,user_7542,Pay Bill,10635.35,Meru,Ios,Safaricom,individual,0,1,0,2024-06-05 18:12:00,18,2,2024-06-05,Evening
TX101690,user_7936,Lipa Na M-Pesa,1224.97,Machakos,Feature Phone,Airtel,agent,0,0,0,2024-06-09 12:53:00,12,6,2024-06-09,Afternoon
TX101691,user_9906,Pay Bill,989.96,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-05 08:12:00,8,2,2024-06-05,Morning
TX101692,user_5146,Deposit Cash,3222.86,Machakos,Android,Airtel,individual,0,0,0,2024-06-18 04:12:00,4,1,2024-06-18,Night
TX101693,user_1140,Send Money,490.63,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 04:45:00,4,6,2024-06-02,Night
TX101694,user_5882,Send Money,3057.42,Thika,Ios,Telkom Kenya,agent,0,0,0,2024-06-01 03:27:00,3,5,2024-06-01,Night
TX101695,user_7012,Lipa Na M-Pesa,325.67,Kisumu,Ios,Safaricom,individual,0,0,0,2024-06-06 04:36:00,4,3,2024-06-06,Night
TX101696,user_1963,Buy Airtime,2360.72,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-05 23:17:00,23,2,2024-06-05,Night
TX101697,user_8151,Withdraw Cash,3390.36,Machakos,Ios,Telkom Kenya,individual,0,0,0,2024-06-12 02:57:00,2,2,2024-06-12,Night
TX101698,user_9564,Pay Bill,254.41,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-29 14:53:00,14,5,2024-06-29,Afternoon
TX101699,user_4610,Withdraw Cash,811.56,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-18 05:26:00,5,1,2024-06-18,Morning
TX101700,user_7894,Send Money,1429.86,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-19 22:55:00,22,2,2024-06-19,Night
TX101701,user_8311,Buy Airtime,1609.35,Garissa,Android,Safaricom,agent,0,0,0,2024-06-07 17:05:00,17,4,2024-06-07,Evening
TX101702,user_1105,Buy Airtime,3945.67,Kisumu,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 10:56:00,10,5,2024-06-01,Morning
TX101703,user_6539,Withdraw Cash,2635.3,Meru,Feature Phone,Airtel,individual,0,1,1,2024-06-26 20:00:00,20,2,2024-06-26,Evening
TX101704,user_7787,Send Money,1685.05,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-05 10:53:00,10,2,2024-06-05,Morning
TX101705,user_3137,Withdraw Cash,2096.74,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-23 19:41:00,19,6,2024-06-23,Evening
TX101706,user_5445,Lipa Na M-Pesa,45.72,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-07 05:54:00,5,4,2024-06-07,Morning
TX101707,user_4530,Buy Airtime,5151.87,Nyeri,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-15 19:45:00,19,5,2024-06-15,Evening
TX101708,user_2286,Buy Airtime,146.54,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-21 00:59:00,0,4,2024-06-21,Night
TX101709,user_8052,Lipa Na M-Pesa,6187.83,Meru,Android,Airtel,agent,0,1,1,2024-06-21 05:17:00,5,4,2024-06-21,Morning
TX101710,user_4654,Send Money,2725.44,Nakuru,Ios,Telkom Kenya,individual,0,0,0,2024-06-24 18:34:00,18,0,2024-06-24,Evening
TX101711,user_8102,Buy Airtime,2626.38,Nakuru,Android,Safaricom,agent,0,0,0,2024-06-11 14:00:00,14,1,2024-06-11,Afternoon
TX101712,user_3359,Deposit Cash,4267.73,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-13 09:01:00,9,3,2024-06-13,Morning
TX101713,user_9105,Deposit Cash,6870.4,Machakos,Ios,Telkom Kenya,individual,0,0,0,2024-06-05 14:08:00,14,2,2024-06-05,Afternoon
TX101714,user_9636,Deposit Cash,10004.8,Thika,Ios,Airtel,individual,0,0,0,2024-06-10 09:57:00,9,0,2024-06-10,Morning
TX101715,user_7441,Pay Bill,2743.59,Thika,Ios,Safaricom,individual,0,0,0,2024-06-23 18:02:00,18,6,2024-06-23,Evening
TX101716,user_6047,Pay Bill,571.53,Nyeri,Ios,Telkom Kenya,agent,0,0,0,2024-06-25 14:56:00,14,1,2024-06-25,Afternoon
TX101717,user_9227,Send Money,7381.22,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-16 17:16:00,17,6,2024-06-16,Evening
TX101718,user_6203,Lipa Na M-Pesa,145.33,Eldoret,Feature Phone,Airtel,individual,1,0,0,2024-06-27 21:37:00,21,3,2024-06-27,Night
TX101719,user_2798,Withdraw Cash,5763.85,Meru,Ios,Safaricom,individual,0,0,0,2024-06-29 09:57:00,9,5,2024-06-29,Morning
TX101720,user_6291,Send Money,3992.63,Meru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-16 12:03:00,12,6,2024-06-16,Afternoon
TX101721,user_6495,Withdraw Cash,8228.55,Mombasa,Ios,Safaricom,individual,0,0,0,2024-06-06 17:05:00,17,3,2024-06-06,Evening
TX101722,user_7284,Send Money,7971.37,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-21 21:36:00,21,4,2024-06-21,Night
TX101723,user_8285,Pay Bill,191.17,Kisumu,Ios,Safaricom,agent,0,0,0,2024-06-11 01:40:00,1,1,2024-06-11,Night
TX101724,user_2300,Deposit Cash,3290.67,Meru,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-12 18:44:00,18,2,2024-06-12,Evening
TX101725,user_7869,Lipa Na M-Pesa,466.05,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-26 10:03:00,10,2,2024-06-26,Morning
TX101726,user_4097,Pay Bill,286.01,Machakos,Android,Airtel,individual,0,0,0,2024-06-11 14:24:00,14,1,2024-06-11,Afternoon
TX101727,user_5616,Lipa Na M-Pesa,2081.48,Eldoret,Feature Phone,Safaricom,individual,0,0,0,2024-06-08 07:59:00,7,5,2024-06-08,Morning
TX101728,user_1009,Withdraw Cash,359.43,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-09 15:29:00,15,6,2024-06-09,Afternoon
TX101729,user_6752,Send Money,4555.58,Eldoret,Android,Airtel,individual,0,0,0,2024-06-01 00:55:00,0,5,2024-06-01,Night
TX101730,user_7295,Buy Airtime,12151.5,Garissa,Feature Phone,Airtel,agent,0,0,1,2024-06-05 04:57:00,4,2,2024-06-05,Night
TX101731,user_5815,Buy Airtime,2950.5,Garissa,Ios,Safaricom,individual,0,1,0,2024-06-01 12:45:00,12,5,2024-06-01,Afternoon
TX101732,user_2072,Lipa Na M-Pesa,938.35,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 18:24:00,18,2,2024-06-26,Evening
TX101733,user_4225,Deposit Cash,6484.89,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-02 18:10:00,18,6,2024-06-02,Evening
TX101734,user_2316,Deposit Cash,6713.09,Kisumu,Android,Safaricom,agent,0,0,0,2024-06-03 01:41:00,1,0,2024-06-03,Night
TX101735,user_6699,Lipa Na M-Pesa,4618.97,Mombasa,Android,Airtel,individual,0,0,0,2024-06-16 11:33:00,11,6,2024-06-16,Morning
TX101736,user_7807,Pay Bill,3341.99,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-23 15:21:00,15,6,2024-06-23,Afternoon
TX101737,user_7674,Buy Airtime,7081.84,Eldoret,Ios,Airtel,individual,0,0,1,2024-06-12 00:22:00,0,2,2024-06-12,Night
TX101738,user_4683,Pay Bill,623.98,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-20 22:29:00,22,3,2024-06-20,Night
TX101739,user_8227,Withdraw Cash,9388.35,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-11 02:35:00,2,1,2024-06-11,Night
TX101740,user_4273,Buy Airtime,10294.56,Garissa,Ios,Airtel,agent,0,0,0,2024-06-20 02:32:00,2,3,2024-06-20,Night
TX101741,user_8000,Withdraw Cash,7194.83,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-14 00:21:00,0,4,2024-06-14,Night
TX101742,user_1145,Send Money,1009.98,Machakos,Ios,Telkom Kenya,individual,0,0,0,2024-06-25 00:14:00,0,1,2024-06-25,Night
TX101743,user_6010,Pay Bill,6836.15,Machakos,Android,Safaricom,individual,0,0,0,2024-06-13 02:20:00,2,3,2024-06-13,Night
TX101744,user_4040,Lipa Na M-Pesa,2409.52,Nakuru,Ios,Telkom Kenya,agent,0,0,0,2024-06-14 22:55:00,22,4,2024-06-14,Night
TX101745,user_1482,Buy Airtime,3162.94,Meru,Ios,Safaricom,individual,0,0,0,2024-06-20 05:28:00,5,3,2024-06-20,Morning
TX101746,user_4179,Pay Bill,6427.2,Machakos,Ios,Airtel,individual,0,0,0,2024-06-11 07:21:00,7,1,2024-06-11,Morning
TX101747,user_2249,Lipa Na M-Pesa,105.1,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-27 13:16:00,13,3,2024-06-27,Afternoon
TX101748,user_1630,Send Money,1578.13,Garissa,Android,Safaricom,individual,0,0,0,2024-06-21 03:04:00,3,4,2024-06-21,Night
TX101749,user_9853,Buy Airtime,5919.04,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-09 20:57:00,20,6,2024-06-09,Evening
TX101750,user_3852,Withdraw Cash,5886.18,Garissa,Ios,Airtel,individual,0,0,0,2024-06-19 00:52:00,0,2,2024-06-19,Night
TX101751,user_1987,Send Money,6609.44,Garissa,Android,Airtel,individual,0,0,0,2024-06-02 04:30:00,4,6,2024-06-02,Night
TX101752,user_8622,Deposit Cash,648.85,Kisumu,Ios,Safaricom,individual,0,0,0,2024-06-18 01:57:00,1,1,2024-06-18,Night
TX101753,user_8327,Lipa Na M-Pesa,4283.26,Thika,Ios,Airtel,individual,0,0,1,2024-06-25 05:56:00,5,1,2024-06-25,Morning
TX101754,user_9841,Buy Airtime,554.45,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-11 23:45:00,23,1,2024-06-11,Night
TX101755,user_2100,Buy Airtime,5381.51,Nyeri,Ios,Safaricom,individual,0,0,0,2024-06-25 20:57:00,20,1,2024-06-25,Evening
TX101756,user_7652,Send Money,984.22,Nairobi,Android,Telkom Kenya,individual,0,0,1,2024-06-01 07:12:00,7,5,2024-06-01,Morning
TX101757,user_9632,Buy Airtime,4685.5,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-19 08:54:00,8,2,2024-06-19,Morning
TX101758,user_8421,Lipa Na M-Pesa,2124.4,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-10 03:20:00,3,0,2024-06-10,Night
TX101759,user_6016,Send Money,15006.94,Meru,Ios,Safaricom,individual,0,0,0,2024-06-07 20:21:00,20,4,2024-06-07,Evening
TX101760,user_1769,Withdraw Cash,3035.37,Eldoret,Ios,Airtel,individual,0,0,0,2024-06-14 08:51:00,8,4,2024-06-14,Morning
TX101761,user_2343,Send Money,3504.37,Garissa,Android,Safaricom,individual,0,0,0,2024-06-24 23:16:00,23,0,2024-06-24,Night
TX101762,user_5358,Send Money,1606.94,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-03 03:12:00,3,0,2024-06-03,Night
TX101763,user_7780,Withdraw Cash,4641.76,Thika,Android,Safaricom,individual,0,0,0,2024-06-16 13:01:00,13,6,2024-06-16,Afternoon
TX101764,user_7602,Deposit Cash,2390.4,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-18 07:49:00,7,1,2024-06-18,Morning
TX101765,user_3349,Lipa Na M-Pesa,63.81,Garissa,Android,Airtel,individual,0,0,0,2024-06-19 21:07:00,21,2,2024-06-19,Night
TX101766,user_6699,Deposit Cash,3282.92,Nyeri,Ios,Airtel,individual,0,0,0,2024-06-01 13:46:00,13,5,2024-06-01,Afternoon
TX101767,user_2241,Deposit Cash,6211.32,Thika,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-22 20:57:00,20,5,2024-06-22,Evening
TX101768,user_2125,Deposit Cash,945.83,Meru,Android,Safaricom,individual,0,0,1,2024-06-15 04:57:00,4,5,2024-06-15,Night
TX101769,user_7764,Pay Bill,874.39,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-10 21:39:00,21,0,2024-06-10,Night
TX101770,user_6101,Deposit Cash,3285.65,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-28 14:13:00,14,4,2024-06-28,Afternoon
TX101771,user_8843,Pay Bill,5962.72,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-28 18:01:00,18,4,2024-06-28,Evening
TX101772,user_1072,Withdraw Cash,1005.12,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-28 13:31:00,13,4,2024-06-28,Afternoon
TX101773,user_6472,Lipa Na M-Pesa,9422.41,Kisumu,Android,Safaricom,individual,0,0,0,2024-06-05 04:23:00,4,2,2024-06-05,Night
TX101774,user_6189,Deposit Cash,9179.16,Nairobi,Ios,Airtel,individual,0,0,0,2024-06-17 08:15:00,8,0,2024-06-17,Morning
TX101775,user_3472,Buy Airtime,783.35,Meru,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-19 08:00:00,8,2,2024-06-19,Morning
TX101776,user_1707,Withdraw Cash,1071.81,Nyeri,Ios,Safaricom,individual,0,0,0,2024-06-29 04:49:00,4,5,2024-06-29,Night
TX101777,user_2804,Pay Bill,4220.9,Garissa,Android,Safaricom,individual,0,0,0,2024-06-29 17:59:00,17,5,2024-06-29,Evening
TX101778,user_7704,Lipa Na M-Pesa,10608.53,Kisumu,Ios,Airtel,individual,0,0,0,2024-06-13 15:24:00,15,3,2024-06-13,Afternoon
TX101779,user_4713,Send Money,4331.14,Meru,Android,Safaricom,individual,0,0,0,2024-06-23 08:16:00,8,6,2024-06-23,Morning
TX101780,user_6051,Lipa Na M-Pesa,2060.12,Nyeri,Ios,Airtel,individual,1,1,0,2024-06-14 01:47:00,1,4,2024-06-14,Night
TX101781,user_3475,Lipa Na M-Pesa,647.94,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-21 09:31:00,9,4,2024-06-21,Morning
TX101782,user_4610,Deposit Cash,2163.2,Kisumu,Android,Safaricom,individual,0,0,0,2024-06-27 12:34:00,12,3,2024-06-27,Afternoon
TX101783,user_5255,Deposit Cash,3266.74,Garissa,Ios,Telkom Kenya,individual,0,0,0,2024-06-23 02:43:00,2,6,2024-06-23,Night
TX101784,user_8397,Pay Bill,1406.65,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-09 15:58:00,15,6,2024-06-09,Afternoon
TX101785,user_2735,Pay Bill,2498.57,Meru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-15 00:30:00,0,5,2024-06-15,Night
TX101786,user_9258,Deposit Cash,488.28,Garissa,Ios,Telkom Kenya,individual,0,0,0,2024-06-03 19:57:00,19,0,2024-06-03,Evening
TX101787,user_8979,Deposit Cash,2106.38,Garissa,Feature Phone,Safaricom,individual,0,1,1,2024-06-04 01:19:00,1,1,2024-06-04,Night
TX101788,user_3428,Buy Airtime,333.07,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-22 12:59:00,12,5,2024-06-22,Afternoon
TX101789,user_8426,Buy Airtime,176.17,Meru,Android,Airtel,agent,0,0,0,2024-06-08 09:15:00,9,5,2024-06-08,Morning
TX101790,user_9533,Withdraw Cash,6813.06,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-21 06:47:00,6,4,2024-06-21,Morning
TX101791,user_6249,Deposit Cash,803.31,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-25 15:22:00,15,1,2024-06-25,Afternoon
TX101792,user_6291,Send Money,2996.11,Eldoret,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-07 06:34:00,6,4,2024-06-07,Morning
TX101793,user_3817,Buy Airtime,564.63,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-04 20:19:00,20,1,2024-06-04,Evening
TX101794,user_4874,Pay Bill,1065.84,Meru,Ios,Safaricom,individual,0,0,0,2024-06-18 07:38:00,7,1,2024-06-18,Morning
